,data_referencia,tipo_titulo,codigo_selic,data_vencimento,taxa_intradiaria,pu,tipo_pu
23,2022-02-01,LTN,100000,2022-07-01,11.7758,955.517843,OBSERVADO
24,2022-02-01,LTN,100000,2022-10-01,12.1402,926.458099,OBSERVADO
25,2022-02-01,LTN,100000,2023-01-01,12.2157,900.152594,OBSERVADO
26,2022-02-01,LTN,100000,2023-04-01,12.2278,874.476789,OBSERVADO
27,2022-02-01,LTN,100000,2023-07-01,12.1757,850.950079,OBSERVADO
28,2022-02-01,LTN,100000,2024-01-01,11.7767,809.271389,OBSERVADO
29,2022-02-01,LTN,100000,2024-04-01,11.6475,789.70779,OBSERVADO
30,2022-02-01,LTN,100000,2024-07-01,11.5028,770.640625,OBSERVADO
31,2022-02-01,LTN,100000,2025-01-01,11.2561,733.25743,OBSERVADO
32,2022-02-01,LTN,100000,2025-07-01,11.2197,697.127193,OBSERVADO
0,2022-02-02,NTN-B,760199,2022-08-15,7.0325,3888.901299,OBSERVADO
1,2022-02-02,NTN-B,760100,2023-03-15,6.5615,3868.460193,MODELADO
2,2022-02-02,NTN-B,760199,2023-05-15,6.5393,3830.528559,OBSERVADO
3,2022-02-02,NTN-B,760199,2024-08-15,5.6404,3940.791136,OBSERVADO
4,2022-02-02,NTN-B,760199,2025-05-15,5.458,3914.3196,OBSERVADO
5,2022-02-02,NTN-B,760199,2026-08-15,5.3274,4008.137278,OBSERVADO
6,2022-02-02,NTN-B,760199,2027-05-15,5.3828,3958.547826,OBSERVADO
7,2022-02-02,NTN-B,760199,2028-08-15,5.4269,4026.380661,OBSERVADO
8,2022-02-02,NTN-B,760199,2030-08-15,5.455,4049.517589,OBSERVADO
9,2022-02-02,NTN-B,760199,2032-08-15,5.5057,4057.274258,OBSERVADO
10,2022-02-02,NTN-B,760199,2035-05-15,5.5551,4012.449074,OBSERVADO
11,2022-02-02,NTN-B,760199,2040-08-15,5.5967,4086.684963,OBSERVADO
12,2022-02-02,NTN-B,760199,2045-05-15,5.6314,4037.620227,OBSERVADO
13,2022-02-02,NTN-B,760199,2050-08-15,5.6128,4121.567162,OBSERVADO
14,2022-02-02,NTN-B,760199,2055-05-15,5.6003,4086.285723,OBSERVADO
15,2022-02-02,NTN-B,760199,2060-08-15,5.5966,4155.437952,OBSERVADO
16,2022-02-02,NTN-F,950199,2023-01-01,12.1906,991.300345,OBSERVADO
17,2022-02-02,NTN-F,950199,2025-01-01,11.0521,984.786745,OBSERVADO
18,2022-02-02,NTN-F,950199,2027-01-01,10.9979,974.037108,OBSERVADO
19,2022-02-02,NTN-F,950199,2029-01-01,11.2133,955.509632,OBSERVADO
20,2022-02-02,NTN-F,950199,2031-01-01,11.1681,948.325106,OBSERVADO
21,2022-02-02,NTN-F,950199,2033-01-01,11.2793,934.317298,OBSERVADO
22,2022-02-02,LTN,100000,2022-04-01,11.0215,983.541128,OBSERVADO
23,2022-02-02,LTN,100000,2022-07-01,11.7551,956.011716,OBSERVADO
24,2022-02-02,LTN,100000,2022-10-01,12.1182,926.999961,OBSERVADO
25,2022-02-02,LTN,100000,2023-01-01,12.1923,900.735061,OBSERVADO
26,2022-02-02,LTN,100000,2023-04-01,12.1591,875.498172,OBSERVADO
27,2022-02-02,LTN,100000,2023-07-01,12.0831,852.323562,OBSERVADO
28,2022-02-02,LTN,100000,2024-01-01,11.6286,811.667692,OBSERVADO
29,2022-02-02,LTN,100000,2024-04-01,11.4883,792.4681,OBSERVADO
30,2022-02-02,LTN,100000,2024-07-01,11.3361,773.734153,OBSERVADO
31,2022-02-02,LTN,100000,2025-01-01,11.114,736.296244,OBSERVADO
32,2022-02-02,LTN,100000,2025-07-01,11.0829,700.336368,OBSERVADO
0,2022-02-03,NTN-B,760199,2022-08-15,6.8306,3894.713102,OBSERVADO
1,2022-02-03,NTN-B,760100,2023-03-15,6.2477,3882.573025,MODELADO
2,2022-02-03,NTN-B,760199,2023-05-15,6.2314,3846.042499,OBSERVADO
3,2022-02-03,NTN-B,760199,2024-08-15,5.3694,3966.153954,OBSERVADO
4,2022-02-03,NTN-B,760199,2025-05-15,5.1895,3945.988952,OBSERVADO
5,2022-02-03,NTN-B,760199,2026-08-15,5.1197,4041.264974,OBSERVADO
6,2022-02-03,NTN-B,760199,2027-05-15,5.2004,3991.742437,OBSERVADO
7,2022-02-03,NTN-B,760199,2028-08-15,5.2709,4060.433517,OBSERVADO
8,2022-02-03,NTN-B,760199,2030-08-15,5.3281,4084.025276,OBSERVADO
9,2022-02-03,NTN-B,760199,2032-08-15,5.4025,4090.361544,OBSERVADO
10,2022-02-03,NTN-B,760199,2035-05-15,5.4748,4042.957435,OBSERVADO
11,2022-02-03,NTN-B,760199,2040-08-15,5.5162,4124.176526,OBSERVADO
12,2022-02-03,NTN-B,760199,2045-05-15,5.5484,4081.0397,OBSERVADO
13,2022-02-03,NTN-B,760199,2050-08-15,5.5411,4163.213415,OBSERVADO
14,2022-02-03,NTN-B,760199,2055-05-15,5.5289,4130.497581,OBSERVADO
15,2022-02-03,NTN-B,760199,2060-08-15,5.5304,4198.720857,OBSERVADO
16,2022-02-03,NTN-F,950199,2023-01-01,11.9352,993.746454,OBSERVADO
17,2022-02-03,NTN-F,950199,2025-01-01,10.8503,989.807661,OBSERVADO
18,2022-02-03,NTN-F,950199,2027-01-01,10.8985,977.895479,OBSERVADO
19,2022-02-03,NTN-F,950199,2029-01-01,11.172,957.71191,OBSERVADO
20,2022-02-03,NTN-F,950199,2031-01-01,11.1864,947.791343,OBSERVADO
21,2022-02-03,NTN-F,950199,2033-01-01,11.2613,935.726547,OBSERVADO
22,2022-02-03,LTN,100000,2022-04-01,11.0256,983.943656,OBSERVADO
23,2022-02-03,LTN,100000,2022-07-01,11.5796,957.036087,OBSERVADO
24,2022-02-03,LTN,100000,2022-10-01,11.8702,928.774634,OBSERVADO
25,2022-02-03,LTN,100000,2023-01-01,11.9378,902.999868,OBSERVADO
26,2022-02-03,LTN,100000,2023-04-01,11.8949,878.285542,OBSERVADO
27,2022-02-03,LTN,100000,2023-07-01,11.805,855.673591,OBSERVADO
28,2022-02-03,LTN,100000,2024-01-01,11.3613,815.715399,OBSERVADO
29,2022-02-03,LTN,100000,2024-04-01,11.2284,796.770359,OBSERVADO
30,2022-02-03,LTN,100000,2024-07-01,11.0975,778.034588,OBSERVADO
31,2022-02-03,LTN,100000,2025-01-01,10.914,740.463796,OBSERVADO
32,2022-02-03,LTN,100000,2025-07-01,10.9136,704.255125,OBSERVADO
0,2022-02-04,NTN-B,760199,2022-08-15,7.0924,3891.930012,OBSERVADO
1,2022-02-04,NTN-B,760100,2023-03-15,6.3251,3881.532926,MODELADO
2,2022-02-04,NTN-B,760199,2023-05-15,6.3022,3844.855904,OBSERVADO
3,2022-02-04,NTN-B,760199,2024-08-15,5.4494,3961.068918,OBSERVADO
4,2022-02-04,NTN-B,760199,2025-05-15,5.2914,3936.470472,OBSERVADO
5,2022-02-04,NTN-B,760199,2026-08-15,5.2144,4028.838286,OBSERVADO
6,2022-02-04,NTN-B,760199,2027-05-15,5.2903,3978.108269,OBSERVADO
7,2022-02-04,NTN-B,760199,2028-08-15,5.3684,4042.191293,OBSERVADO
8,2022-02-04,NTN-B,760199,2030-08-15,5.4175,4062.936009,OBSERVADO
9,2022-02-04,NTN-B,760199,2032-08-15,5.4844,4067.527769,OBSERVADO
10,2022-02-04,NTN-B,760199,2035-05-15,5.547,4019.141187,OBSERVADO
11,2022-02-04,NTN-B,760199,2040-08-15,5.608,4085.632317,OBSERVADO
12,2022-02-04,NTN-B,760199,2045-05-15,5.6363,4039.05657,OBSERVADO
13,2022-02-04,NTN-B,760199,2050-08-15,5.6345,4113.612765,OBSERVADO
14,2022-02-04,NTN-B,760199,2055-05-15,5.6245,4076.022717,OBSERVADO
15,2022-02-04,NTN-B,760199,2060-08-15,5.6245,4142.201897,OBSERVADO
16,2022-02-04,NTN-F,950199,2023-01-01,12.0012,993.677284,OBSERVADO
17,2022-02-04,NTN-F,950199,2025-01-01,11.0635,985.347149,OBSERVADO
18,2022-02-04,NTN-F,950199,2027-01-01,11.1711,968.867987,OBSERVADO
19,2022-02-04,NTN-F,950199,2029-01-01,11.4615,945.606509,OBSERVADO
20,2022-02-04,NTN-F,950199,2031-01-01,11.4682,934.002722,OBSERVADO
21,2022-02-04,NTN-F,950199,2033-01-01,11.5582,919.624067,OBSERVADO
22,2022-02-04,LTN,100000,2022-04-01,11.0306,984.345434,OBSERVADO
23,2022-02-04,LTN,100000,2022-07-01,11.6176,957.322927,OBSERVADO
24,2022-02-04,LTN,100000,2022-10-01,11.921,928.91197,OBSERVADO
25,2022-02-04,LTN,100000,2023-01-01,12.0007,902.947027,OBSERVADO
26,2022-02-04,LTN,100000,2023-04-01,11.9932,877.789854,OBSERVADO
27,2022-02-04,LTN,100000,2023-07-01,11.9311,854.709572,OBSERVADO
28,2022-02-04,LTN,100000,2024-01-01,11.5421,813.567041,OBSERVADO
29,2022-02-04,LTN,100000,2024-04-01,11.4059,794.403003,OBSERVADO
30,2022-02-04,LTN,100000,2024-07-01,11.3067,774.880948,OBSERVADO
31,2022-02-04,LTN,100000,2025-01-01,11.1463,736.292149,OBSERVADO
32,2022-02-04,LTN,100000,2025-07-01,11.1614,699.248732,OBSERVADO
0,2022-02-07,NTN-B,760199,2022-08-15,6.8379,3898.658376,OBSERVADO
1,2022-02-07,NTN-B,760100,2023-03-15,6.2198,3887.543184,MODELADO
2,2022-02-07,NTN-B,760199,2023-05-15,6.2303,3849.947122,OBSERVADO
3,2022-02-07,NTN-B,760199,2024-08-15,5.4503,3962.860883,OBSERVADO
4,2022-02-07,NTN-B,760199,2025-05-15,5.234,3944.68311,OBSERVADO
5,2022-02-07,NTN-B,760199,2026-08-15,5.1668,4037.870354,OBSERVADO
6,2022-02-07,NTN-B,760199,2027-05-15,5.2496,3986.955849,OBSERVADO
7,2022-02-07,NTN-B,760199,2028-08-15,5.3395,4050.035801,OBSERVADO
8,2022-02-07,NTN-B,760199,2030-08-15,5.396,4070.36355,OBSERVADO
9,2022-02-07,NTN-B,760199,2032-08-15,5.4618,4076.265523,OBSERVADO
10,2022-02-07,NTN-B,760199,2035-05-15,5.5181,4031.325291,OBSERVADO
11,2022-02-07,NTN-B,760199,2040-08-15,5.5583,4109.443667,OBSERVADO
12,2022-02-07,NTN-B,760199,2045-05-15,5.5828,4067.646588,OBSERVADO
13,2022-02-07,NTN-B,760199,2050-08-15,5.5853,4142.633227,OBSERVADO
14,2022-02-07,NTN-B,760199,2055-05-15,5.5726,4108.461908,OBSERVADO
15,2022-02-07,NTN-B,760199,2060-08-15,5.5701,4177.847191,OBSERVADO
16,2022-02-07,NTN-F,950199,2023-01-01,11.9702,994.364619,OBSERVADO
17,2022-02-07,NTN-F,950199,2025-01-01,10.9494,988.353954,OBSERVADO
18,2022-02-07,NTN-F,950199,2027-01-01,11.0941,971.92413,OBSERVADO
19,2022-02-07,NTN-F,950199,2029-01-01,11.3775,949.617972,OBSERVADO
20,2022-02-07,NTN-F,950199,2031-01-01,11.3982,937.899891,OBSERVADO
21,2022-02-07,NTN-F,950199,2033-01-01,11.5035,923.02981,OBSERVADO
22,2022-02-07,LTN,100000,2022-04-01,11.0522,984.726115,OBSERVADO
23,2022-02-07,LTN,100000,2022-07-01,11.6418,957.658986,OBSERVADO
24,2022-02-07,LTN,100000,2022-10-01,11.9123,929.374226,OBSERVADO
25,2022-02-07,LTN,100000,2023-01-01,11.9675,903.593429,OBSERVADO
26,2022-02-07,LTN,100000,2023-04-01,11.9461,878.608237,OBSERVADO
27,2022-02-07,LTN,100000,2023-07-01,11.8667,855.775724,OBSERVADO
28,2022-02-07,LTN,100000,2024-01-01,11.4401,815.324549,OBSERVADO
29,2022-02-07,LTN,100000,2024-04-01,11.3403,795.739859,OBSERVADO
30,2022-02-07,LTN,100000,2024-07-01,11.2056,776.886664,OBSERVADO
31,2022-02-07,LTN,100000,2025-01-01,11.0384,738.673539,OBSERVADO
32,2022-02-07,LTN,100000,2025-07-01,11.0441,702.040969,OBSERVADO
0,2022-02-08,NTN-B,760199,2022-08-15,6.944,3898.770898,OBSERVADO
1,2022-02-08,NTN-B,760100,2023-03-15,6.4198,3881.825413,MODELADO
2,2022-02-08,NTN-B,760199,2023-05-15,6.403,3844.326105,OBSERVADO
3,2022-02-08,NTN-B,760199,2024-08-15,5.5503,3956.100838,OBSERVADO
4,2022-02-08,NTN-B,760199,2025-05-15,5.3136,3937.674717,OBSERVADO
5,2022-02-08,NTN-B,760199,2026-08-15,5.2335,4029.698749,OBSERVADO
6,2022-02-08,NTN-B,760199,2027-05-15,5.317,3977.237019,OBSERVADO
7,2022-02-08,NTN-B,760199,2028-08-15,5.3942,4040.679819,OBSERVADO
8,2022-02-08,NTN-B,760199,2030-08-15,5.4584,4056.300724,OBSERVADO
9,2022-02-08,NTN-B,760199,2032-08-15,5.5134,4062.66099,OBSERVADO
10,2022-02-08,NTN-B,760199,2035-05-15,5.5684,4015.379586,OBSERVADO
11,2022-02-08,NTN-B,760199,2040-08-15,5.5962,4094.713535,OBSERVADO
12,2022-02-08,NTN-B,760199,2045-05-15,5.6154,4053.312807,OBSERVADO
13,2022-02-08,NTN-B,760199,2050-08-15,5.6074,4132.422187,OBSERVADO
14,2022-02-08,NTN-B,760199,2055-05-15,5.5955,4096.917362,OBSERVADO
15,2022-02-08,NTN-B,760199,2060-08-15,5.5938,4165.110378,OBSERVADO
16,2022-02-08,NTN-F,950199,2023-01-01,12.12,993.655484,OBSERVADO
17,2022-02-08,NTN-F,950199,2025-01-01,11.0543,986.376825,OBSERVADO
18,2022-02-08,NTN-F,950199,2027-01-01,11.1784,969.432183,OBSERVADO
19,2022-02-08,NTN-F,950199,2029-01-01,11.4818,945.553384,OBSERVADO
20,2022-02-08,NTN-F,950199,2031-01-01,11.5175,932.358452,OBSERVADO
21,2022-02-08,NTN-F,950199,2033-01-01,11.6325,916.362907,OBSERVADO
22,2022-02-08,LTN,100000,2022-04-01,11.0449,985.14509,OBSERVADO
23,2022-02-08,LTN,100000,2022-07-01,11.6815,957.94512,OBSERVADO
24,2022-02-08,LTN,100000,2022-10-01,12.0305,929.154735,OBSERVADO
25,2022-02-08,LTN,100000,2023-01-01,12.119,902.908117,OBSERVADO
26,2022-02-08,LTN,100000,2023-04-01,12.1176,877.4653,OBSERVADO
27,2022-02-08,LTN,100000,2023-07-01,12.0381,854.343214,OBSERVADO
28,2022-02-08,LTN,100000,2024-01-01,11.608,813.368527,OBSERVADO
29,2022-02-08,LTN,100000,2024-04-01,11.4681,794.142668,OBSERVADO
30,2022-02-08,LTN,100000,2024-07-01,11.3347,775.077234,OBSERVADO
31,2022-02-08,LTN,100000,2025-01-01,11.1439,736.955912,OBSERVADO
32,2022-02-08,LTN,100000,2025-07-01,11.1205,700.705426,OBSERVADO
0,2022-02-09,NTN-B,760199,2022-08-15,6.9599,3900.230058,OBSERVADO
1,2022-02-09,NTN-B,760100,2023-03-15,6.453,3882.219368,MODELADO
2,2022-02-09,NTN-B,760199,2023-05-15,6.4546,3843.727275,OBSERVADO
3,2022-02-09,NTN-B,760199,2024-08-15,5.6417,3949.807996,OBSERVADO
4,2022-02-09,NTN-B,760199,2025-05-15,5.4001,3929.638763,OBSERVADO
5,2022-02-09,NTN-B,760199,2026-08-15,5.2948,4022.06014,OBSERVADO
6,2022-02-09,NTN-B,760199,2027-05-15,5.3818,3967.700671,OBSERVADO
7,2022-02-09,NTN-B,760199,2028-08-15,5.4349,4033.907375,OBSERVADO
8,2022-02-09,NTN-B,760199,2030-08-15,5.5076,4045.358687,OBSERVADO
9,2022-02-09,NTN-B,760199,2032-08-15,5.5614,4049.88896,OBSERVADO
10,2022-02-09,NTN-B,760199,2035-05-15,5.6135,4001.053378,OBSERVADO
11,2022-02-09,NTN-B,760199,2040-08-15,5.6403,4077.043949,OBSERVADO
12,2022-02-09,NTN-B,760199,2045-05-15,5.6618,4031.923953,OBSERVADO
13,2022-02-09,NTN-B,760199,2050-08-15,5.6602,4105.173519,OBSERVADO
14,2022-02-09,NTN-B,760199,2055-05-15,5.6534,4064.720845,OBSERVADO
15,2022-02-09,NTN-B,760199,2060-08-15,5.6496,4132.431296,OBSERVADO
16,2022-02-09,NTN-F,950199,2023-01-01,12.2359,993.218425,OBSERVADO
17,2022-02-09,NTN-F,950199,2025-01-01,11.1754,984.047915,OBSERVADO
18,2022-02-09,NTN-F,950199,2027-01-01,11.2086,968.80534,OBSERVADO
19,2022-02-09,NTN-F,950199,2029-01-01,11.4907,945.58132,OBSERVADO
20,2022-02-09,NTN-F,950199,2031-01-01,11.5285,932.216736,OBSERVADO
21,2022-02-09,NTN-F,950199,2033-01-01,11.6422,916.235191,OBSERVADO
22,2022-02-09,LTN,100000,2022-04-01,11.0578,985.538831,OBSERVADO
23,2022-02-09,LTN,100000,2022-07-01,11.7414,958.167409,OBSERVADO
24,2022-02-09,LTN,100000,2022-10-01,12.1292,929.047594,OBSERVADO
25,2022-02-09,LTN,100000,2023-01-01,12.235,902.488135,OBSERVADO
26,2022-02-09,LTN,100000,2023-04-01,12.2419,876.756545,OBSERVADO
27,2022-02-09,LTN,100000,2023-07-01,12.17,853.341024,OBSERVADO
28,2022-02-09,LTN,100000,2024-01-01,11.7637,811.596601,OBSERVADO
29,2022-02-09,LTN,100000,2024-04-01,11.6243,792.130868,OBSERVADO
30,2022-02-09,LTN,100000,2024-07-01,11.4738,773.117273,OBSERVADO
31,2022-02-09,LTN,100000,2025-01-01,11.2637,734.977149,OBSERVADO
32,2022-02-09,LTN,100000,2025-07-01,11.22,698.888093,OBSERVADO
0,2022-02-10,NTN-B,760199,2022-08-15,7.1519,3898.846696,OBSERVADO
1,2022-02-10,NTN-B,760100,2023-03-15,6.5717,3879.677583,MODELADO
2,2022-02-10,NTN-B,760199,2023-05-15,6.5695,3840.69201,OBSERVADO
3,2022-02-10,NTN-B,760199,2024-08-15,5.7198,3944.99879,OBSERVADO
4,2022-02-10,NTN-B,760199,2025-05-15,5.4597,3924.904351,OBSERVADO
5,2022-02-10,NTN-B,760199,2026-08-15,5.3672,4013.111209,OBSERVADO
6,2022-02-10,NTN-B,760199,2027-05-15,5.4428,3959.156669,OBSERVADO
7,2022-02-10,NTN-B,760199,2028-08-15,5.4973,4023.046095,OBSERVADO
8,2022-02-10,NTN-B,760199,2030-08-15,5.5668,4032.24605,OBSERVADO
9,2022-02-10,NTN-B,760199,2032-08-15,5.6225,4033.597865,OBSERVADO
10,2022-02-10,NTN-B,760199,2035-05-15,5.6579,3987.358188,OBSERVADO
11,2022-02-10,NTN-B,760199,2040-08-15,5.6697,4066.186118,OBSERVADO
12,2022-02-10,NTN-B,760199,2045-05-15,5.699,4015.536859,OBSERVADO
13,2022-02-10,NTN-B,760199,2050-08-15,5.7003,4085.389502,OBSERVADO
14,2022-02-10,NTN-B,760199,2055-05-15,5.6875,4046.937039,OBSERVADO
15,2022-02-10,NTN-B,760199,2060-08-15,5.6897,4110.011568,OBSERVADO
16,2022-02-10,NTN-F,950199,2023-01-01,12.32,993.032689,OBSERVADO
17,2022-02-10,NTN-F,950199,2025-01-01,11.2403,982.999854,OBSERVADO
18,2022-02-10,NTN-F,950199,2027-01-01,11.216,968.960732,OBSERVADO
19,2022-02-10,NTN-F,950199,2029-01-01,11.4892,946.053554,OBSERVADO
20,2022-02-10,NTN-F,950199,2031-01-01,11.5162,933.229889,OBSERVADO
21,2022-02-10,NTN-F,950199,2033-01-01,11.6306,917.267012,OBSERVADO
22,2022-02-10,LTN,100000,2022-04-01,11.0561,985.951127,OBSERVADO
23,2022-02-10,LTN,100000,2022-07-01,11.76,958.528838,OBSERVADO
24,2022-02-10,LTN,100000,2022-10-01,12.2128,929.02728,OBSERVADO
25,2022-02-10,LTN,100000,2023-01-01,12.3138,902.340998,OBSERVADO
26,2022-02-10,LTN,100000,2023-04-01,12.32,876.466259,OBSERVADO
27,2022-02-10,LTN,100000,2023-07-01,12.272,852.662176,OBSERVADO
28,2022-02-10,LTN,100000,2024-01-01,11.878,810.401832,OBSERVADO
29,2022-02-10,LTN,100000,2024-04-01,11.7383,790.767511,OBSERVADO
30,2022-02-10,LTN,100000,2024-07-01,11.57,771.874239,OBSERVADO
31,2022-02-10,LTN,100000,2025-01-01,11.3404,733.830182,OBSERVADO
32,2022-02-10,LTN,100000,2025-07-01,11.3084,697.316254,OBSERVADO
0,2022-02-11,NTN-B,760199,2022-08-15,7.0788,3902.208262,OBSERVADO
1,2022-02-11,NTN-B,760100,2023-03-15,6.5027,3884.2607,MODELADO
2,2022-02-11,NTN-B,760199,2023-05-15,6.506,3845.387013,OBSERVADO
3,2022-02-11,NTN-B,760199,2024-08-15,5.6776,3950.486137,OBSERVADO
4,2022-02-11,NTN-B,760199,2025-05-15,5.4955,3922.806822,OBSERVADO
5,2022-02-11,NTN-B,760199,2026-08-15,5.3795,4013.14263,OBSERVADO
6,2022-02-11,NTN-B,760199,2027-05-15,5.4315,3962.926022,OBSERVADO
7,2022-02-11,NTN-B,760199,2028-08-15,5.4957,4025.258757,OBSERVADO
8,2022-02-11,NTN-B,760199,2030-08-15,5.5684,4033.74119,OBSERVADO
9,2022-02-11,NTN-B,760199,2032-08-15,5.6206,4036.07224,OBSERVADO
10,2022-02-11,NTN-B,760199,2035-05-15,5.6568,3989.634066,OBSERVADO
11,2022-02-11,NTN-B,760199,2040-08-15,5.6784,4064.345744,OBSERVADO
12,2022-02-11,NTN-B,760199,2045-05-15,5.704,4014.997566,OBSERVADO
13,2022-02-11,NTN-B,760199,2050-08-15,5.6997,4087.660053,OBSERVADO
14,2022-02-11,NTN-B,760199,2055-05-15,5.6836,4051.109798,OBSERVADO
15,2022-02-11,NTN-B,760199,2060-08-15,5.6828,4116.146856,OBSERVADO
16,2022-02-11,NTN-F,950199,2023-01-01,12.385,992.998021,OBSERVADO
17,2022-02-11,NTN-F,950199,2025-01-01,11.3142,981.756682,OBSERVADO
18,2022-02-11,NTN-F,950199,2027-01-01,11.2622,967.792291,OBSERVADO
19,2022-02-11,NTN-F,950199,2029-01-01,11.5198,945.157929,OBSERVADO
20,2022-02-11,NTN-F,950199,2031-01-01,11.5492,932.000243,OBSERVADO
21,2022-02-11,NTN-F,950199,2033-01-01,11.6786,915.059855,OBSERVADO
22,2022-02-11,LTN,100000,2022-04-01,11.0752,986.339286,OBSERVADO
23,2022-02-11,LTN,100000,2022-07-01,11.7886,958.859342,OBSERVADO
24,2022-02-11,LTN,100000,2022-10-01,12.2589,929.209816,OBSERVADO
25,2022-02-11,LTN,100000,2023-01-01,12.3775,902.306096,OBSERVADO
26,2022-02-11,LTN,100000,2023-04-01,12.3844,876.302182,OBSERVADO
27,2022-02-11,LTN,100000,2023-07-01,12.3348,852.399216,OBSERVADO
28,2022-02-11,LTN,100000,2024-01-01,11.9491,809.800708,OBSERVADO
29,2022-02-11,LTN,100000,2024-04-01,11.808,790.075085,OBSERVADO
30,2022-02-11,LTN,100000,2024-07-01,11.6433,771.01311,OBSERVADO
31,2022-02-11,LTN,100000,2025-01-01,11.411,732.805433,OBSERVADO
32,2022-02-11,LTN,100000,2025-07-01,11.3708,696.299898,OBSERVADO
0,2022-02-14,NTN-B,760199,2022-08-15,6.8665,3908.005812,OBSERVADO
1,2022-02-14,NTN-B,760100,2023-03-15,6.4304,3888.956401,MODELADO
2,2022-02-14,NTN-B,760199,2023-05-15,6.4418,3850.103221,OBSERVADO
3,2022-02-14,NTN-B,760199,2024-08-15,5.7025,3950.238357,OBSERVADO
4,2022-02-14,NTN-B,760199,2025-05-15,5.5344,3920.38412,OBSERVADO
5,2022-02-14,NTN-B,760199,2026-08-15,5.4002,4011.931781,OBSERVADO
6,2022-02-14,NTN-B,760199,2027-05-15,5.4446,3962.551897,OBSERVADO
7,2022-02-14,NTN-B,760199,2028-08-15,5.5044,4025.376856,OBSERVADO
8,2022-02-14,NTN-B,760199,2030-08-15,5.5971,4028.398092,OBSERVADO
9,2022-02-14,NTN-B,760199,2032-08-15,5.634,4034.010049,OBSERVADO
10,2022-02-14,NTN-B,760199,2035-05-15,5.655,3992.162302,OBSERVADO
11,2022-02-14,NTN-B,760199,2040-08-15,5.6875,4062.336524,OBSERVADO
12,2022-02-14,NTN-B,760199,2045-05-15,5.7133,4012.358488,OBSERVADO
13,2022-02-14,NTN-B,760199,2050-08-15,5.7162,4080.715396,OBSERVADO
14,2022-02-14,NTN-B,760199,2055-05-15,5.7041,4041.245016,OBSERVADO
15,2022-02-14,NTN-B,760199,2060-08-15,5.7046,4104.927198,OBSERVADO
16,2022-02-14,NTN-F,950199,2023-01-01,12.4849,992.705317,OBSERVADO
17,2022-02-14,NTN-F,950199,2025-01-01,11.3605,981.138368,OBSERVADO
18,2022-02-14,NTN-F,950199,2027-01-01,11.2724,967.854687,OBSERVADO
19,2022-02-14,NTN-F,950199,2029-01-01,11.5392,944.741838,OBSERVADO
20,2022-02-14,NTN-F,950199,2031-01-01,11.5637,931.688326,OBSERVADO
21,2022-02-14,LTN,100000,2022-04-01,11.1001,986.722406,OBSERVADO
22,2022-02-14,LTN,100000,2022-07-01,11.8412,959.115148,OBSERVADO
23,2022-02-14,LTN,100000,2022-10-01,12.3378,929.22429,OBSERVADO
24,2022-02-14,LTN,100000,2023-01-01,12.4782,902.01521,OBSERVADO
25,2022-02-14,LTN,100000,2023-04-01,12.4992,875.7001,OBSERVADO
26,2022-02-14,LTN,100000,2023-07-01,12.445,851.648744,OBSERVADO
27,2022-02-14,LTN,100000,2024-01-01,12.055,808.736072,OBSERVADO
28,2022-02-14,LTN,100000,2024-04-01,11.9137,788.852851,OBSERVADO
29,2022-02-14,LTN,100000,2024-07-01,11.7238,770.040753,OBSERVADO
30,2022-02-14,LTN,100000,2025-01-01,11.4625,732.146967,OBSERVADO
31,2022-02-14,LTN,100000,2025-07-01,11.41,695.775037,OBSERVADO
0,2022-02-15,NTN-B,760199,2022-08-15,6.796,3798.611418,OBSERVADO
1,2022-02-15,NTN-B,760100,2023-03-15,6.3653,3893.364629,OBSERVADO
2,2022-02-15,NTN-B,760199,2023-05-15,6.3764,3854.855894,OBSERVADO
3,2022-02-15,NTN-B,760199,2024-08-15,5.6424,3844.589438,OBSERVADO
4,2022-02-15,NTN-B,760199,2025-05-15,5.4811,3928.062505,OBSERVADO
5,2022-02-15,NTN-B,760199,2026-08-15,5.3472,3909.015829,OBSERVADO
6,2022-02-15,NTN-B,760199,2027-05-15,5.388,3974.021471,OBSERVADO
7,2022-02-15,NTN-B,760199,2028-08-15,5.4465,3926.412403,OBSERVADO
8,2022-02-15,NTN-B,760199,2030-08-15,5.5575,3927.643311,OBSERVADO
9,2022-02-15,NTN-B,760199,2032-08-15,5.5964,3934.430451,OBSERVADO
10,2022-02-15,NTN-B,760199,2035-05-15,5.6211,4005.956474,OBSERVADO
11,2022-02-15,NTN-B,760199,2040-08-15,5.657,3964.848732,OBSERVADO
12,2022-02-15,NTN-B,760199,2045-05-15,5.6927,4024.370547,OBSERVADO
13,2022-02-15,NTN-B,760199,2050-08-15,5.697,3980.355119,OBSERVADO
14,2022-02-15,NTN-B,760199,2055-05-15,5.6772,4058.660661,OBSERVADO
15,2022-02-15,NTN-B,760199,2060-08-15,5.6718,4014.085037,OBSERVADO
16,2022-02-15,NTN-F,950199,2023-01-01,12.4167,993.680585,OBSERVADO
17,2022-02-15,NTN-F,950199,2025-01-01,11.3168,982.534053,OBSERVADO
18,2022-02-15,NTN-F,950199,2027-01-01,11.2231,969.945409,OBSERVADO
19,2022-02-15,NTN-F,950199,2029-01-01,11.489,947.287759,OBSERVADO
20,2022-02-15,NTN-F,950199,2031-01-01,11.5565,932.448438,OBSERVADO
