,data_referencia,tipo_titulo,codigo_selic,data_vencimento,taxa_intradiaria,pu,tipo_pu
7,2022-03-10,NTN-B,760199,2028-08-15,5.8787,3882.597541,OBSERVADO
8,2022-03-10,NTN-B,760199,2030-08-15,5.8964,3886.395982,OBSERVADO
9,2022-03-10,NTN-B,760199,2032-08-15,5.9081,3886.403663,OBSERVADO
10,2022-03-10,NTN-B,760199,2035-05-15,5.9135,3948.907019,OBSERVADO
11,2022-03-10,NTN-B,760199,2040-08-15,5.9193,3896.462425,OBSERVADO
12,2022-03-10,NTN-B,760199,2045-05-15,5.942,3948.757232,OBSERVADO
13,2022-03-10,NTN-B,760199,2050-08-15,5.9443,3893.593431,OBSERVADO
14,2022-03-10,NTN-B,760199,2055-05-15,5.9412,3954.879289,OBSERVADO
15,2022-03-10,NTN-B,760199,2060-08-15,5.9421,3898.690024,OBSERVADO
16,2022-03-10,NTN-F,950199,2023-01-01,13.1228,995.691675,OBSERVADO
17,2022-03-10,NTN-F,950199,2025-01-01,12.363,966.220917,OBSERVADO
18,2022-03-10,NTN-F,950199,2027-01-01,12.1871,944.255492,OBSERVADO
19,2022-03-10,NTN-F,950199,2029-01-01,12.3534,917.772698,OBSERVADO
20,2022-03-10,NTN-F,950199,2031-01-01,12.2654,904.580275,OBSERVADO
21,2022-03-10,NTN-F,950199,2033-01-01,12.4484,881.663597,OBSERVADO
22,2022-03-10,LTN,100000,2022-04-01,11.5137,993.10469,OBSERVADO
23,2022-03-10,LTN,100000,2022-07-01,12.292,964.752343,OBSERVADO
24,2022-03-10,LTN,100000,2022-10-01,12.8556,933.673896,OBSERVADO
25,2022-03-10,LTN,100000,2023-01-01,13.1083,904.654335,OBSERVADO
26,2022-03-10,LTN,100000,2023-04-01,13.2015,876.453,OBSERVADO
27,2022-03-10,LTN,100000,2023-07-01,13.2487,850.073783,OBSERVADO
28,2022-03-10,LTN,100000,2024-01-01,12.9588,802.897071,OBSERVADO
29,2022-03-10,LTN,100000,2024-04-01,12.8264,781.431236,OBSERVADO
30,2022-03-10,LTN,100000,2024-07-01,12.6881,760.343529,OBSERVADO
31,2022-03-10,LTN,100000,2025-01-01,12.4475,719.209328,OBSERVADO
32,2022-03-10,LTN,100000,2025-07-01,12.3617,681.209963,OBSERVADO
0,2022-03-11,NTN-B,760199,2022-08-15,6.0184,3860.804876,OBSERVADO
1,2022-03-11,NTN-B,760100,2023-03-15,6.0037,3956.712096,MODELADO
2,2022-03-11,NTN-B,760199,2023-05-15,6.0301,3919.088228,OBSERVADO
3,2022-03-11,NTN-B,760199,2024-08-15,5.7984,3879.541832,OBSERVADO
4,2022-03-11,NTN-B,760199,2025-05-15,5.7934,3943.058304,OBSERVADO
5,2022-03-11,NTN-B,760199,2026-08-15,5.7109,3903.700315,OBSERVADO
6,2022-03-11,NTN-B,760199,2027-05-15,5.7535,3961.579936,OBSERVADO
7,2022-03-11,NTN-B,760199,2028-08-15,5.8069,3902.193054,OBSERVADO
8,2022-03-11,NTN-B,760199,2030-08-15,5.8203,3910.540669,OBSERVADO
9,2022-03-11,NTN-B,760199,2032-08-15,5.84,3911.521158,OBSERVADO
10,2022-03-11,NTN-B,760199,2035-05-15,5.8468,3977.183172,OBSERVADO
11,2022-03-11,NTN-B,760199,2040-08-15,5.878,3919.222805,OBSERVADO
12,2022-03-11,NTN-B,760199,2045-05-15,5.8862,3980.686017,OBSERVADO
13,2022-03-11,NTN-B,760199,2050-08-15,5.8831,3930.784887,OBSERVADO
14,2022-03-11,NTN-B,760199,2055-05-15,5.8835,3992.125057,OBSERVADO
15,2022-03-11,NTN-B,760199,2060-08-15,5.8791,3940.424441,OBSERVADO
16,2022-03-11,NTN-F,950199,2023-01-01,13.1313,996.120176,OBSERVADO
17,2022-03-11,NTN-F,950199,2025-01-01,12.3604,966.723106,OBSERVADO
18,2022-03-11,NTN-F,950199,2027-01-01,12.13,946.530784,OBSERVADO
19,2022-03-11,NTN-F,950199,2029-01-01,12.2873,920.855826,OBSERVADO
20,2022-03-11,NTN-F,950199,2031-01-01,12.2186,907.181175,OBSERVADO
21,2022-03-11,NTN-F,950199,2033-01-01,12.3508,887.026496,OBSERVADO
22,2022-03-11,LTN,100000,2022-04-01,11.5675,993.505726,OBSERVADO
23,2022-03-11,LTN,100000,2022-07-01,12.318,965.128004,OBSERVADO
24,2022-03-11,LTN,100000,2022-10-01,12.8728,934.041876,OBSERVADO
25,2022-03-11,LTN,100000,2023-01-01,13.1181,905.033154,OBSERVADO
26,2022-03-11,LTN,100000,2023-04-01,13.2258,876.684981,OBSERVADO
27,2022-03-11,LTN,100000,2023-07-01,13.2615,850.368478,OBSERVADO
28,2022-03-11,LTN,100000,2024-01-01,13.0013,802.74239,OBSERVADO
29,2022-03-11,LTN,100000,2024-04-01,12.876,781.10499,OBSERVADO
30,2022-03-11,LTN,100000,2024-07-01,12.705,760.442883,OBSERVADO
31,2022-03-11,LTN,100000,2025-01-01,12.4383,719.709416,OBSERVADO
32,2022-03-11,LTN,100000,2025-07-01,12.3398,681.962267,OBSERVADO
0,2022-03-14,NTN-B,760199,2022-08-15,5.8782,3866.027303,OBSERVADO
1,2022-03-14,NTN-B,760100,2023-03-15,5.9336,3962.357418,OBSERVADO
2,2022-03-14,NTN-B,760199,2023-05-15,5.9302,3926.33221,OBSERVADO
3,2022-03-14,NTN-B,760199,2024-08-15,5.7985,3882.570276,OBSERVADO
4,2022-03-14,NTN-B,760199,2025-05-15,5.782,3947.364868,OBSERVADO
5,2022-03-14,NTN-B,760199,2026-08-15,5.6999,3908.342689,OBSERVADO
6,2022-03-14,NTN-B,760199,2027-05-15,5.7391,3967.070242,OBSERVADO
7,2022-03-14,NTN-B,760199,2028-08-15,5.8143,3903.772212,OBSERVADO
8,2022-03-14,NTN-B,760199,2030-08-15,5.8394,3908.862061,OBSERVADO
9,2022-03-14,NTN-B,760199,2032-08-15,5.8599,3908.78127,OBSERVADO
10,2022-03-14,NTN-B,760199,2035-05-15,5.8732,3971.221373,OBSERVADO
11,2022-03-14,NTN-B,760199,2040-08-15,5.8942,3915.444625,OBSERVADO
12,2022-03-14,NTN-B,760199,2045-05-15,5.8949,3979.654442,OBSERVADO
13,2022-03-14,NTN-B,760199,2050-08-15,5.9023,3923.823833,OBSERVADO
14,2022-03-14,NTN-B,760199,2055-05-15,5.9015,3985.279053,OBSERVADO
15,2022-03-14,NTN-B,760199,2060-08-15,5.8991,3931.891418,OBSERVADO
16,2022-03-14,NTN-F,950199,2023-01-01,13.1925,996.186721,OBSERVADO
17,2022-03-14,NTN-F,950199,2025-01-01,12.4764,964.717021,OBSERVADO
18,2022-03-14,NTN-F,950199,2027-01-01,12.2322,943.665424,OBSERVADO
19,2022-03-14,NTN-F,950199,2029-01-01,12.3952,916.946375,OBSERVADO
20,2022-03-14,NTN-F,950199,2031-01-01,12.3494,901.508759,OBSERVADO
21,2022-03-14,NTN-F,950199,2033-01-01,12.4625,881.77307,OBSERVADO
22,2022-03-14,LTN,100000,2022-04-01,11.6185,993.912127,OBSERVADO
23,2022-03-14,LTN,100000,2022-07-01,12.3224,965.561592,OBSERVADO
24,2022-03-14,LTN,100000,2022-10-01,12.9136,934.301863,OBSERVADO
25,2022-03-14,LTN,100000,2023-01-01,13.18,905.076998,OBSERVADO
26,2022-03-14,LTN,100000,2023-04-01,13.2959,876.544374,OBSERVADO
27,2022-03-14,LTN,100000,2023-07-01,13.3509,849.918179,OBSERVADO
28,2022-03-14,LTN,100000,2024-01-01,13.1155,801.678077,OBSERVADO
29,2022-03-14,LTN,100000,2024-04-01,12.9966,779.783526,OBSERVADO
30,2022-03-14,LTN,100000,2024-07-01,12.8282,758.906384,OBSERVADO
31,2022-03-14,LTN,100000,2025-01-01,12.5484,718.07267,OBSERVADO
32,2022-03-14,LTN,100000,2025-07-01,12.4365,680.351109,OBSERVADO
0,2022-03-15,NTN-B,760199,2022-08-15,6.2135,3863.921345,OBSERVADO
1,2022-03-15,NTN-B,760100,2023-03-15,6.0607,3847.126624,MODELADO
2,2022-03-15,NTN-B,760199,2023-05-15,6.0667,3923.774912,OBSERVADO
3,2022-03-15,NTN-B,760199,2024-08-15,5.8175,3884.01881,OBSERVADO
4,2022-03-15,NTN-B,760199,2025-05-15,5.806,3947.879552,OBSERVADO
5,2022-03-15,NTN-B,760199,2026-08-15,5.7345,3906.348898,OBSERVADO
6,2022-03-15,NTN-B,760199,2027-05-15,5.768,3965.355608,OBSERVADO
7,2022-03-15,NTN-B,760199,2028-08-15,5.8583,3898.061244,OBSERVADO
8,2022-03-15,NTN-B,760199,2030-08-15,5.8866,3900.239977,OBSERVADO
9,2022-03-15,NTN-B,760199,2032-08-15,5.9035,3899.166008,OBSERVADO
10,2022-03-15,NTN-B,760199,2035-05-15,5.9122,3960.967347,OBSERVADO
11,2022-03-15,NTN-B,760199,2040-08-15,5.9381,3900.020564,OBSERVADO
12,2022-03-15,NTN-B,760199,2045-05-15,5.9628,3950.554851,OBSERVADO
13,2022-03-15,NTN-B,760199,2050-08-15,5.9645,3894.616074,OBSERVADO
14,2022-03-15,NTN-B,760199,2055-05-15,5.9651,3953.445714,OBSERVADO
15,2022-03-15,NTN-B,760199,2060-08-15,5.9613,3899.177556,OBSERVADO
16,2022-03-15,NTN-F,950199,2023-01-01,13.1373,997.054922,OBSERVADO
17,2022-03-15,NTN-F,950199,2025-01-01,12.5046,964.572913,OBSERVADO
18,2022-03-15,NTN-F,950199,2027-01-01,12.3662,939.803806,OBSERVADO
19,2022-03-15,NTN-F,950199,2029-01-01,12.5238,912.247052,OBSERVADO
20,2022-03-15,NTN-F,950199,2031-01-01,12.4478,897.386265,OBSERVADO
21,2022-03-15,NTN-F,950199,2033-01-01,12.6004,875.268846,OBSERVADO
22,2022-03-15,LTN,100000,2022-04-01,11.6617,994.325894,OBSERVADO
23,2022-03-15,LTN,100000,2022-07-01,12.2937,966.080411,OBSERVADO
24,2022-03-15,LTN,100000,2022-10-01,12.8738,934.935359,OBSERVADO
25,2022-03-15,LTN,100000,2023-01-01,13.1256,905.870811,OBSERVADO
26,2022-03-15,LTN,100000,2023-04-01,13.2447,877.395651,OBSERVADO
27,2022-03-15,LTN,100000,2023-07-01,13.2976,850.858487,OBSERVADO
28,2022-03-15,LTN,100000,2024-01-01,13.0684,802.668282,OBSERVADO
29,2022-03-15,LTN,100000,2024-04-01,12.9575,780.710486,OBSERVADO
30,2022-03-15,LTN,100000,2024-07-01,12.7958,759.767683,OBSERVADO
31,2022-03-15,LTN,100000,2025-01-01,12.5458,718.456028,OBSERVADO
32,2022-03-15,LTN,100000,2025-07-01,12.4634,680.133501,OBSERVADO
0,2022-03-16,NTN-B,760199,2022-08-15,6.2261,3866.22513,OBSERVADO
1,2022-03-16,NTN-B,760100,2023-03-15,6.0953,3848.356872,MODELADO
2,2022-03-16,NTN-B,760199,2023-05-15,6.0702,3926.14541,OBSERVADO
3,2022-03-16,NTN-B,760199,2024-08-15,5.7785,3889.727281,OBSERVADO
4,2022-03-16,NTN-B,760199,2025-05-15,5.7695,3954.280215,OBSERVADO
5,2022-03-16,NTN-B,760199,2026-08-15,5.6976,3914.172907,OBSERVADO
6,2022-03-16,NTN-B,760199,2027-05-15,5.7347,3973.396171,OBSERVADO
7,2022-03-16,NTN-B,760199,2028-08-15,5.8292,3906.320886,OBSERVADO
8,2022-03-16,NTN-B,760199,2030-08-15,5.8556,3910.383604,OBSERVADO
9,2022-03-16,NTN-B,760199,2032-08-15,5.8717,3910.888074,OBSERVADO
10,2022-03-16,NTN-B,760199,2035-05-15,5.8936,3969.853327,OBSERVADO
11,2022-03-16,NTN-B,760199,2040-08-15,5.9265,3907.376037,OBSERVADO
12,2022-03-16,NTN-B,760199,2045-05-15,5.9493,3959.448147,OBSERVADO
13,2022-03-16,NTN-B,760199,2050-08-15,5.9523,3903.40189,OBSERVADO
14,2022-03-16,NTN-B,760199,2055-05-15,5.9483,3965.155207,OBSERVADO
15,2022-03-16,NTN-B,760199,2060-08-15,5.9533,3906.236166,OBSERVADO
16,2022-03-16,NTN-F,950199,2023-01-01,13.1171,997.681255,OBSERVADO
17,2022-03-16,NTN-F,950199,2025-01-01,12.4206,966.793876,OBSERVADO
18,2022-03-16,NTN-F,950199,2027-01-01,12.2219,944.861103,OBSERVADO
19,2022-03-16,NTN-F,950199,2029-01-01,12.3857,918.177202,OBSERVADO
20,2022-03-16,NTN-F,950199,2031-01-01,12.3521,902.217306,OBSERVADO
21,2022-03-16,NTN-F,950199,2033-01-01,12.4651,882.464258,OBSERVADO
22,2022-03-16,LTN,100000,2022-04-01,11.7482,994.724538,OBSERVADO
23,2022-03-16,LTN,100000,2022-07-01,12.3032,966.501006,OBSERVADO
24,2022-03-16,LTN,100000,2022-10-01,12.8733,935.387042,OBSERVADO
25,2022-03-16,LTN,100000,2023-01-01,13.1065,906.436323,OBSERVADO
26,2022-03-16,LTN,100000,2023-04-01,13.19,878.273242,OBSERVADO
27,2022-03-16,LTN,100000,2023-07-01,13.2239,851.994833,OBSERVADO
28,2022-03-16,LTN,100000,2024-01-01,12.975,804.245539,OBSERVADO
29,2022-03-16,LTN,100000,2024-04-01,12.855,782.527265,OBSERVADO
30,2022-03-16,LTN,100000,2024-07-01,12.7,761.603371,OBSERVADO
31,2022-03-16,LTN,100000,2025-01-01,12.445,720.594616,OBSERVADO
32,2022-03-16,LTN,100000,2025-07-01,12.34,682.9036,OBSERVADO
0,2022-03-17,NTN-B,760199,2022-08-15,5.8591,3874.254944,OBSERVADO
1,2022-03-17,NTN-B,760100,2023-03-15,5.805,3861.160349,MODELADO
2,2022-03-17,NTN-B,760199,2023-05-15,5.8695,3936.919457,OBSERVADO
3,2022-03-17,NTN-B,760199,2024-08-15,5.7201,3897.050095,OBSERVADO
4,2022-03-17,NTN-B,760199,2025-05-15,5.7711,3956.597949,OBSERVADO
5,2022-03-17,NTN-B,760199,2026-08-15,5.7143,3914.197504,OBSERVADO
6,2022-03-17,NTN-B,760199,2027-05-15,5.7597,3971.730508,OBSERVADO
7,2022-03-17,NTN-B,760199,2028-08-15,5.8279,3909.050584,OBSERVADO
8,2022-03-17,NTN-B,760199,2030-08-15,5.8552,3912.957004,OBSERVADO
9,2022-03-17,NTN-B,760199,2032-08-15,5.8804,3910.830432,OBSERVADO
10,2022-03-17,NTN-B,760199,2035-05-15,5.8953,3971.788295,OBSERVADO
11,2022-03-17,NTN-B,760199,2040-08-15,5.9258,3910.156247,OBSERVADO
12,2022-03-17,NTN-B,760199,2045-05-15,5.9504,3961.448227,OBSERVADO
13,2022-03-17,NTN-B,760199,2050-08-15,5.9492,3907.490328,OBSERVADO
14,2022-03-17,NTN-B,760199,2055-05-15,5.9488,3967.404168,OBSERVADO
15,2022-03-17,NTN-B,760199,2060-08-15,5.9477,3911.932243,OBSERVADO
16,2022-03-17,NTN-F,950199,2023-01-01,12.99,999.033664,OBSERVADO
17,2022-03-17,NTN-F,950199,2025-01-01,12.4292,967.06193,OBSERVADO
18,2022-03-17,NTN-F,950199,2027-01-01,12.292,943.045317,OBSERVADO
19,2022-03-17,NTN-F,950199,2029-01-01,12.4705,915.219265,OBSERVADO
20,2022-03-17,NTN-F,950199,2031-01-01,12.4564,897.827271,OBSERVADO
21,2022-03-17,NTN-F,950199,2033-01-01,12.5867,876.776732,OBSERVADO
22,2022-03-17,LTN,100000,2022-04-01,11.7734,995.1533,OBSERVADO
23,2022-03-17,LTN,100000,2022-07-01,12.2888,966.982049,OBSERVADO
24,2022-03-17,LTN,100000,2022-10-01,12.7844,936.240521,OBSERVADO
25,2022-03-17,LTN,100000,2023-01-01,12.9724,907.733677,OBSERVADO
26,2022-03-17,LTN,100000,2023-04-01,13.077,879.621614,OBSERVADO
27,2022-03-17,LTN,100000,2023-07-01,13.1042,853.574888,OBSERVADO
28,2022-03-17,LTN,100000,2024-01-01,12.9091,805.47193,OBSERVADO
29,2022-03-17,LTN,100000,2024-04-01,12.8257,783.31441,OBSERVADO
30,2022-03-17,LTN,100000,2024-07-01,12.685,762.195442,OBSERVADO
31,2022-03-17,LTN,100000,2025-01-01,12.4507,720.828157,OBSERVADO
32,2022-03-17,LTN,100000,2025-07-01,12.373,682.562371,OBSERVADO
0,2022-03-18,NTN-B,760199,2022-08-15,5.7873,3877.785265,OBSERVADO
1,2022-03-18,NTN-B,760100,2023-03-15,5.7359,3866.05353,MODELADO
2,2022-03-18,NTN-B,760199,2023-05-15,5.7188,3945.620434,OBSERVADO
3,2022-03-18,NTN-B,760199,2024-08-15,5.6228,3907.631044,OBSERVADO
4,2022-03-18,NTN-B,760199,2025-05-15,5.6568,3971.346231,OBSERVADO
5,2022-03-18,NTN-B,760199,2026-08-15,5.6151,3931.113782,OBSERVADO
6,2022-03-18,NTN-B,760199,2027-05-15,5.6668,3989.714643,OBSERVADO
7,2022-03-18,NTN-B,760199,2028-08-15,5.7498,3927.124839,OBSERVADO
8,2022-03-18,NTN-B,760199,2030-08-15,5.778,3934.62097,OBSERVADO
9,2022-03-18,NTN-B,760199,2032-08-15,5.8032,3935.861975,OBSERVADO
10,2022-03-18,NTN-B,760199,2035-05-15,5.8055,4005.261889,OBSERVADO
11,2022-03-18,NTN-B,760199,2040-08-15,5.8635,3939.006881,OBSERVADO
12,2022-03-18,NTN-B,760199,2045-05-15,5.9025,3986.735461,OBSERVADO
13,2022-03-18,NTN-B,760199,2050-08-15,5.9004,3935.384072,OBSERVADO
14,2022-03-18,NTN-B,760199,2055-05-15,5.8976,3998.170433,OBSERVADO
15,2022-03-18,NTN-B,760199,2060-08-15,5.8982,3942.999679,OBSERVADO
16,2022-03-18,NTN-F,950199,2023-01-01,12.9287,999.933482,OBSERVADO
17,2022-03-18,NTN-F,950199,2025-01-01,12.2495,971.304329,OBSERVADO
18,2022-03-18,NTN-F,950199,2027-01-01,12.0789,950.333356,OBSERVADO
19,2022-03-18,NTN-F,950199,2029-01-01,12.237,925.002788,OBSERVADO
20,2022-03-18,NTN-F,950199,2031-01-01,12.2262,908.903492,OBSERVADO
21,2022-03-18,NTN-F,950199,2033-01-01,12.3263,890.327284,OBSERVADO
22,2022-03-18,LTN,100000,2022-04-01,11.7513,995.600749,OBSERVADO
23,2022-03-18,LTN,100000,2022-07-01,12.2929,967.416809,OBSERVADO
24,2022-03-18,LTN,100000,2022-10-01,12.7496,936.844763,OBSERVADO
25,2022-03-18,LTN,100000,2023-01-01,12.9113,908.561207,OBSERVADO
26,2022-03-18,LTN,100000,2023-04-01,12.9706,880.912477,OBSERVADO
27,2022-03-18,LTN,100000,2023-07-01,12.9711,855.281936,OBSERVADO
28,2022-03-18,LTN,100000,2024-01-01,12.7408,807.999991,OBSERVADO
29,2022-03-18,LTN,100000,2024-04-01,12.6616,785.996967,OBSERVADO
30,2022-03-18,LTN,100000,2024-07-01,12.5107,765.240839,OBSERVADO
31,2022-03-18,LTN,100000,2025-01-01,12.2652,724.488265,OBSERVADO
32,2022-03-18,LTN,100000,2025-07-01,12.1811,686.705496,OBSERVADO
0,2022-03-21,NTN-B,760199,2022-08-15,5.108,3890.359246,OBSERVADO
1,2022-03-21,NTN-B,760100,2023-03-15,5.4156,3879.887381,OBSERVADO
2,2022-03-21,NTN-B,760199,2023-05-15,5.4175,3960.519965,OBSERVADO
3,2022-03-21,NTN-B,760199,2024-08-15,5.4605,3923.675659,OBSERVADO
4,2022-03-21,NTN-B,760199,2025-05-15,5.5345,3986.992652,OBSERVADO
5,2022-03-21,NTN-B,760199,2026-08-15,5.5107,3948.852858,OBSERVADO
6,2022-03-21,NTN-B,760199,2027-05-15,5.5859,4005.761811,OBSERVADO
7,2022-03-21,NTN-B,760199,2028-08-15,5.6817,3943.266065,OBSERVADO
8,2022-03-21,NTN-B,760199,2030-08-15,5.7229,3950.869348,OBSERVADO
9,2022-03-21,NTN-B,760199,2032-08-15,5.7412,3956.583377,OBSERVADO
10,2022-03-21,NTN-B,760199,2035-05-15,5.746,4028.486836,OBSERVADO
11,2022-03-21,NTN-B,760199,2040-08-15,5.808,3965.208399,OBSERVADO
12,2022-03-21,NTN-B,760199,2045-05-15,5.8466,4016.094873,OBSERVADO
13,2022-03-21,NTN-B,760199,2050-08-15,5.8489,3964.984773,OBSERVADO
14,2022-03-21,NTN-B,760199,2055-05-15,5.8453,4029.90956,OBSERVADO
15,2022-03-21,NTN-B,760199,2060-08-15,5.8439,3977.268779,OBSERVADO
16,2022-03-21,NTN-F,950199,2023-01-01,12.9137,1000.517315,OBSERVADO
17,2022-03-21,NTN-F,950199,2025-01-01,12.1559,973.731825,OBSERVADO
18,2022-03-21,NTN-F,950199,2027-01-01,11.9786,954.012044,OBSERVADO
19,2022-03-21,NTN-F,950199,2029-01-01,12.1554,928.727514,OBSERVADO
20,2022-03-21,NTN-F,950199,2031-01-01,12.1442,913.160076,OBSERVADO
21,2022-03-21,NTN-F,950199,2033-01-01,12.2511,894.587281,OBSERVADO
22,2022-03-21,LTN,100000,2022-04-01,11.7543,996.038847,OBSERVADO
23,2022-03-21,LTN,100000,2022-07-01,12.29,967.869044,OBSERVADO
24,2022-03-21,LTN,100000,2022-10-01,12.73,937.378928,OBSERVADO
25,2022-03-21,LTN,100000,2023-01-01,12.8965,909.092752,OBSERVADO
26,2022-03-21,LTN,100000,2023-04-01,12.9388,881.595926,OBSERVADO
27,2022-03-21,LTN,100000,2023-07-01,12.9195,856.195641,OBSERVADO
28,2022-03-21,LTN,100000,2024-01-01,12.6802,809.155922,OBSERVADO
29,2022-03-21,LTN,100000,2024-04-01,12.585,787.447818,OBSERVADO
30,2022-03-21,LTN,100000,2024-07-01,12.44,766.690089,OBSERVADO
31,2022-03-21,LTN,100000,2025-01-01,12.1788,726.374949,OBSERVADO
32,2022-03-21,LTN,100000,2025-07-01,12.095,688.743689,OBSERVADO
0,2022-03-22,NTN-B,760199,2022-08-15,5.0619,3893.396274,OBSERVADO
1,2022-03-22,NTN-B,760100,2023-03-15,5.4498,3881.060984,MODELADO
2,2022-03-22,NTN-B,760199,2023-05-15,5.4862,3960.129498,OBSERVADO
3,2022-03-22,NTN-B,760199,2024-08-15,5.4708,3925.233511,OBSERVADO
4,2022-03-22,NTN-B,760199,2025-05-15,5.5485,3987.959116,OBSERVADO
5,2022-03-22,NTN-B,760199,2026-08-15,5.545,3946.270619,OBSERVADO
6,2022-03-22,NTN-B,760199,2027-05-15,5.6089,4004.398455,OBSERVADO
7,2022-03-22,NTN-B,760199,2028-08-15,5.7025,3941.553277,OBSERVADO
8,2022-03-22,NTN-B,760199,2030-08-15,5.7353,3950.247381,OBSERVADO
9,2022-03-22,NTN-B,760199,2032-08-15,5.7669,3951.49711,OBSERVADO
10,2022-03-22,NTN-B,760199,2035-05-15,5.7725,4021.782805,OBSERVADO
11,2022-03-22,NTN-B,760199,2040-08-15,5.8345,3956.361025,OBSERVADO
12,2022-03-22,NTN-B,760199,2045-05-15,5.8843,4000.506551,OBSERVADO
13,2022-03-22,NTN-B,760199,2050-08-15,5.8873,3947.250345,OBSERVADO
14,2022-03-22,NTN-B,760199,2055-05-15,5.8802,4012.926699,OBSERVADO
15,2022-03-22,NTN-B,760199,2060-08-15,5.8725,3962.991532,OBSERVADO
16,2022-03-22,NTN-F,950199,2023-01-01,12.994,1000.460388,OBSERVADO
17,2022-03-22,NTN-F,950199,2025-01-01,12.288,971.382968,OBSERVADO
18,2022-03-22,NTN-F,950199,2027-01-01,12.0705,951.465119,OBSERVADO
19,2022-03-22,NTN-F,950199,2029-01-01,12.2122,926.851752,OBSERVADO
20,2022-03-22,NTN-F,950199,2031-01-01,12.2447,908.872958,OBSERVADO
21,2022-03-22,NTN-F,950199,2033-01-01,12.3186,891.541927,OBSERVADO
22,2022-03-22,LTN,100000,2022-07-01,12.3171,968.249441,OBSERVADO
23,2022-03-22,LTN,100000,2022-10-01,12.7971,937.525846,OBSERVADO
24,2022-03-22,LTN,100000,2023-01-01,12.9817,908.994225,OBSERVADO
25,2022-03-22,LTN,100000,2023-04-01,13.0247,881.330081,OBSERVADO
26,2022-03-22,LTN,100000,2023-07-01,13.0225,855.614295,OBSERVADO
27,2022-03-22,LTN,100000,2024-01-01,12.7724,808.368327,OBSERVADO
28,2022-03-22,LTN,100000,2024-04-01,12.6814,786.462904,OBSERVADO
29,2022-03-22,LTN,100000,2024-07-01,12.5361,765.566104,OBSERVADO
30,2022-03-22,LTN,100000,2025-01-01,12.2826,724.841691,OBSERVADO
31,2022-03-22,LTN,100000,2025-07-01,12.1925,687.104447,OBSERVADO
0,2022-03-23,NTN-B,760199,2022-08-15,4.6251,3902.188538,OBSERVADO
1,2022-03-23,NTN-B,760100,2023-03-15,5.3264,3887.833958,MODELADO
2,2022-03-23,NTN-B,760199,2023-05-15,5.3259,3969.172722,OBSERVADO
3,2022-03-23,NTN-B,760199,2024-08-15,5.3726,3935.906367,OBSERVADO
4,2022-03-23,NTN-B,760199,2025-05-15,5.4086,4005.537659,OBSERVADO
5,2022-03-23,NTN-B,760199,2026-08-15,5.4056,3969.21131,OBSERVADO
6,2022-03-23,NTN-B,760199,2027-05-15,5.4985,4025.448852,OBSERVADO
7,2022-03-23,NTN-B,760199,2028-08-15,5.5979,3965.113308,OBSERVADO
8,2022-03-23,NTN-B,760199,2030-08-15,5.6499,3974.173673,OBSERVADO
9,2022-03-23,NTN-B,760199,2032-08-15,5.6772,3980.505895,OBSERVADO
10,2022-03-23,NTN-B,760199,2035-05-15,5.6774,4057.603884,OBSERVADO
11,2022-03-23,NTN-B,760199,2040-08-15,5.7392,3999.900014,OBSERVADO
12,2022-03-23,NTN-B,760199,2045-05-15,5.7993,4044.102089,OBSERVADO
13,2022-03-23,NTN-B,760199,2050-08-15,5.801,3995.489453,OBSERVADO
14,2022-03-23,NTN-B,760199,2055-05-15,5.7964,4062.65114,OBSERVADO
15,2022-03-23,NTN-B,760199,2060-08-15,5.8001,4008.261943,OBSERVADO
16,2022-03-23,NTN-F,950199,2023-01-01,12.99,1000.972226,OBSERVADO
17,2022-03-23,NTN-F,950199,2025-01-01,12.1126,975.53557,OBSERVADO
18,2022-03-23,NTN-F,950199,2027-01-01,11.8922,957.676695,OBSERVADO
19,2022-03-23,NTN-F,950199,2029-01-01,12.0507,933.830421,OBSERVADO
20,2022-03-23,NTN-F,950199,2031-01-01,12.0933,916.385865,OBSERVADO
21,2022-03-23,NTN-F,950199,2033-01-01,12.1425,901.010021,OBSERVADO
22,2022-03-23,LTN,100000,2022-04-01,11.7522,996.918265,OBSERVADO
23,2022-03-23,LTN,100000,2022-07-01,12.324,968.679551,OBSERVADO
24,2022-03-23,LTN,100000,2022-10-01,12.809,937.921343,OBSERVADO
25,2022-03-23,LTN,100000,2023-01-01,12.975,909.476549,OBSERVADO
26,2022-03-23,LTN,100000,2023-04-01,13.0065,881.904341,OBSERVADO
27,2022-03-23,LTN,100000,2023-07-01,12.9925,856.318656,OBSERVADO
28,2022-03-23,LTN,100000,2024-01-01,12.7002,809.669158,OBSERVADO
29,2022-03-23,LTN,100000,2024-04-01,12.5726,788.363321,OBSERVADO
30,2022-03-23,LTN,100000,2024-07-01,12.4049,767.945048,OBSERVADO
31,2022-03-23,LTN,100000,2025-01-01,12.1097,728.281445,OBSERVADO
32,2022-03-23,LTN,100000,2025-07-01,12.0184,690.905066,OBSERVADO
0,2022-03-24,NTN-B,760199,2022-08-15,4.5097,3906.169623,OBSERVADO
1,2022-03-24,NTN-B,760100,2023-03-15,5.2579,3892.643033,MODELADO
2,2022-03-24,NTN-B,760199,2023-05-15,5.2654,3974.092098,OBSERVADO
3,2022-03-24,NTN-B,760199,2024-08-15,5.3193,3942.804138,OBSERVADO
4,2022-03-24,NTN-B,760199,2025-05-15,5.3378,4015.671694,OBSERVADO
