,vertice_du,taxa_prefixadas,taxa_ipca,taxa_implicita,data_referencia
29,3906,,5.9315,,2022-03-08
30,4032,,5.9332,,2022-03-08
31,4158,,5.9347,,2022-03-08
32,4284,,5.9362,,2022-03-08
33,4410,,5.9376,,2022-03-08
34,4536,,5.9389,,2022-03-08
35,4662,,5.9401,,2022-03-08
36,4788,,5.9413,,2022-03-08
37,4914,,5.9424,,2022-03-08
38,5040,,5.9434,,2022-03-08
39,5166,,5.9444,,2022-03-08
40,5292,,5.9454,,2022-03-08
41,5418,,5.9463,,2022-03-08
42,5544,,5.9471,,2022-03-08
43,5670,,5.948,,2022-03-08
44,5796,,5.9487,,2022-03-08
45,5922,,5.9495,,2022-03-08
46,6048,,5.9502,,2022-03-08
47,6174,,5.9509,,2022-03-08
48,6300,,5.9516,,2022-03-08
49,6426,,5.9522,,2022-03-08
50,6552,,5.9529,,2022-03-08
51,6678,,5.9534,,2022-03-08
52,6804,,5.954,,2022-03-08
53,6930,,5.9546,,2022-03-08
54,7056,,5.9551,,2022-03-08
55,7182,,5.9556,,2022-03-08
56,7308,,5.9561,,2022-03-08
57,7434,,5.9566,,2022-03-08
58,7560,,5.9571,,2022-03-08
59,7686,,5.9575,,2022-03-08
60,7812,,5.9579,,2022-03-08
61,7938,,5.9584,,2022-03-08
62,8064,,5.9588,,2022-03-08
63,8190,,5.9592,,2022-03-08
64,8316,,5.9595,,2022-03-08
65,8442,,5.9599,,2022-03-08
66,8568,,5.9603,,2022-03-08
67,8694,,5.9606,,2022-03-08
68,8820,,5.9609,,2022-03-08
69,8946,,5.9613,,2022-03-08
70,9072,,5.9616,,2022-03-08
71,9198,,5.9619,,2022-03-08
72,9324,,5.9622,,2022-03-08
73,9450,,5.9625,,2022-03-08
74,9576,,5.9628,,2022-03-08
0,252,12.9861,6.2795,6.3103,2022-03-09
1,378,12.7972,5.9775,6.435,2022-03-09
2,504,12.5214,5.8225,6.3303,2022-03-09
3,630,12.2914,5.7475,6.1882,2022-03-09
4,756,12.1338,5.7148,6.0719,2022-03-09
5,882,12.0407,5.705,5.9937,2022-03-09
6,1008,11.9961,5.7077,5.9488,2022-03-09
7,1134,11.985,5.717,5.929,2022-03-09
8,1260,11.9957,5.7294,5.9267,2022-03-09
9,1386,12.0199,5.743,5.9359,2022-03-09
10,1512,12.0517,5.7567,5.9523,2022-03-09
11,1638,12.0872,5.7698,5.9727,2022-03-09
12,1764,12.1241,5.7822,5.9952,2022-03-09
13,1890,12.1606,5.7936,6.0183,2022-03-09
14,2016,12.1959,5.8041,6.0411,2022-03-09
15,2142,12.2295,5.8137,6.0632,2022-03-09
16,2268,12.2611,5.8225,6.0843,2022-03-09
17,2394,12.2906,5.8304,6.1042,2022-03-09
18,2520,12.318,5.8377,6.1228,2022-03-09
19,2646,12.3434,5.8443,6.1402,2022-03-09
20,2772,,5.8504,,2022-03-09
21,2898,,5.856,,2022-03-09
22,3024,,5.8611,,2022-03-09
23,3150,,5.8658,,2022-03-09
24,3276,,5.8702,,2022-03-09
25,3402,,5.8742,,2022-03-09
26,3528,,5.878,,2022-03-09
27,3654,,5.8815,,2022-03-09
28,3780,,5.8848,,2022-03-09
29,3906,,5.8879,,2022-03-09
30,4032,,5.8907,,2022-03-09
31,4158,,5.8935,,2022-03-09
32,4284,,5.896,,2022-03-09
33,4410,,5.8984,,2022-03-09
34,4536,,5.9007,,2022-03-09
35,4662,,5.9028,,2022-03-09
36,4788,,5.9048,,2022-03-09
37,4914,,5.9068,,2022-03-09
38,5040,,5.9086,,2022-03-09
39,5166,,5.9103,,2022-03-09
40,5292,,5.912,,2022-03-09
41,5418,,5.9136,,2022-03-09
42,5544,,5.9151,,2022-03-09
43,5670,,5.9165,,2022-03-09
44,5796,,5.9179,,2022-03-09
45,5922,,5.9192,,2022-03-09
46,6048,,5.9205,,2022-03-09
47,6174,,5.9217,,2022-03-09
48,6300,,5.9229,,2022-03-09
49,6426,,5.924,,2022-03-09
50,6552,,5.9251,,2022-03-09
51,6678,,5.9261,,2022-03-09
52,6804,,5.9271,,2022-03-09
53,6930,,5.9281,,2022-03-09
54,7056,,5.929,,2022-03-09
55,7182,,5.9299,,2022-03-09
56,7308,,5.9307,,2022-03-09
57,7434,,5.9316,,2022-03-09
58,7560,,5.9324,,2022-03-09
59,7686,,5.9332,,2022-03-09
60,7812,,5.9339,,2022-03-09
61,7938,,5.9347,,2022-03-09
62,8064,,5.9354,,2022-03-09
63,8190,,5.936,,2022-03-09
64,8316,,5.9367,,2022-03-09
65,8442,,5.9374,,2022-03-09
66,8568,,5.938,,2022-03-09
67,8694,,5.9386,,2022-03-09
68,8820,,5.9392,,2022-03-09
69,8946,,5.9398,,2022-03-09
70,9072,,5.9403,,2022-03-09
71,9198,,5.9409,,2022-03-09
72,9324,,5.9414,,2022-03-09
73,9450,,5.9419,,2022-03-09
74,9576,,5.9424,,2022-03-09
0,252,13.1342,6.1062,6.6235,2022-03-10
1,378,12.9744,5.9117,6.6684,2022-03-10
2,504,12.7007,5.8092,6.5131,2022-03-10
3,630,12.4594,5.7599,6.3346,2022-03-10
4,756,12.287,5.7392,6.1924,2022-03-10
5,882,12.1801,5.7342,6.0963,2022-03-10
6,1008,12.1241,5.7379,6.0396,2022-03-10
7,1134,12.1041,5.7461,6.0125,2022-03-10
8,1260,12.1076,5.7564,6.0054,2022-03-10
9,1386,12.1257,5.7676,6.0113,2022-03-10
10,1512,12.1522,5.7787,6.0253,2022-03-10
11,1638,12.1829,5.7894,6.0436,2022-03-10
12,1764,12.215,5.7994,6.0639,2022-03-10
13,1890,12.2471,5.8087,6.0849,2022-03-10
14,2016,12.278,5.8173,6.1055,2022-03-10
15,2142,12.3074,5.8251,6.1254,2022-03-10
16,2268,12.3349,5.8322,6.1443,2022-03-10
17,2394,12.3605,5.8387,6.162,2022-03-10
18,2520,12.3842,5.8446,6.1784,2022-03-10
19,2646,12.4061,5.85,6.1937,2022-03-10
20,2772,,5.855,,2022-03-10
21,2898,,5.8596,,2022-03-10
22,3024,,5.8638,,2022-03-10
23,3150,,5.8676,,2022-03-10
24,3276,,5.8712,,2022-03-10
25,3402,,5.8745,,2022-03-10
26,3528,,5.8776,,2022-03-10
27,3654,,5.8805,,2022-03-10
28,3780,,5.8832,,2022-03-10
29,3906,,5.8857,,2022-03-10
30,4032,,5.8881,,2022-03-10
31,4158,,5.8903,,2022-03-10
32,4284,,5.8924,,2022-03-10
33,4410,,5.8943,,2022-03-10
34,4536,,5.8962,,2022-03-10
35,4662,,5.898,,2022-03-10
36,4788,,5.8996,,2022-03-10
37,4914,,5.9012,,2022-03-10
38,5040,,5.9027,,2022-03-10
39,5166,,5.9041,,2022-03-10
40,5292,,5.9055,,2022-03-10
41,5418,,5.9068,,2022-03-10
42,5544,,5.908,,2022-03-10
43,5670,,5.9092,,2022-03-10
44,5796,,5.9103,,2022-03-10
45,5922,,5.9114,,2022-03-10
46,6048,,5.9125,,2022-03-10
47,6174,,5.9135,,2022-03-10
48,6300,,5.9144,,2022-03-10
49,6426,,5.9153,,2022-03-10
50,6552,,5.9162,,2022-03-10
51,6678,,5.9171,,2022-03-10
52,6804,,5.9179,,2022-03-10
53,6930,,5.9187,,2022-03-10
54,7056,,5.9194,,2022-03-10
55,7182,,5.9202,,2022-03-10
56,7308,,5.9209,,2022-03-10
57,7434,,5.9216,,2022-03-10
58,7560,,5.9222,,2022-03-10
59,7686,,5.9229,,2022-03-10
60,7812,,5.9235,,2022-03-10
61,7938,,5.9241,,2022-03-10
62,8064,,5.9247,,2022-03-10
63,8190,,5.9252,,2022-03-10
64,8316,,5.9258,,2022-03-10
65,8442,,5.9263,,2022-03-10
66,8568,,5.9268,,2022-03-10
67,8694,,5.9273,,2022-03-10
68,8820,,5.9278,,2022-03-10
69,8946,,5.9283,,2022-03-10
70,9072,,5.9287,,2022-03-10
71,9198,,5.9292,,2022-03-10
72,9324,,5.9296,,2022-03-10
73,9450,,5.93,,2022-03-10
74,9576,,5.9304,,2022-03-10
0,252,13.2741,6.0037,6.8586,2022-03-11
1,378,13.1531,5.895,6.854,2022-03-11
2,504,12.8852,5.8215,6.6751,2022-03-11
3,630,12.6292,5.7798,6.4751,2022-03-11
4,756,12.4325,5.7581,6.311,2022-03-11
5,882,12.2991,5.7488,6.1942,2022-03-11
6,1008,12.2184,5.7476,6.119,2022-03-11
7,1134,12.1772,5.7515,6.0762,2022-03-11
8,1260,12.1637,5.7587,6.0562,2022-03-11
9,1386,12.1689,5.7677,6.0521,2022-03-11
10,1512,12.1858,5.7776,6.0581,2022-03-11
11,1638,12.2097,5.788,6.0703,2022-03-11
12,1764,12.2374,5.7985,6.086,2022-03-11
13,1890,12.2667,5.8086,6.1035,2022-03-11
14,2016,12.2963,5.8184,6.1217,2022-03-11
15,2142,12.3251,5.8278,6.1395,2022-03-11
16,2268,12.3529,5.8365,6.157,2022-03-11
17,2394,12.3791,5.8448,6.1734,2022-03-11
18,2520,12.4038,5.8525,6.189,2022-03-11
19,2646,12.427,5.8597,6.2037,2022-03-11
20,2772,,5.8664,,2022-03-11
21,2898,,5.8727,,2022-03-11
22,3024,,5.8785,,2022-03-11
23,3150,,5.8839,,2022-03-11
24,3276,,5.889,,2022-03-11
25,3402,,5.8937,,2022-03-11
26,3528,,5.8981,,2022-03-11
27,3654,,5.9023,,2022-03-11
28,3780,,5.9062,,2022-03-11
29,3906,,5.9098,,2022-03-11
30,4032,,5.9132,,2022-03-11
31,4158,,5.9165,,2022-03-11
32,4284,,5.9195,,2022-03-11
33,4410,,5.9224,,2022-03-11
34,4536,,5.9251,,2022-03-11
35,4662,,5.9277,,2022-03-11
36,4788,,5.9301,,2022-03-11
37,4914,,5.9324,,2022-03-11
38,5040,,5.9346,,2022-03-11
39,5166,,5.9367,,2022-03-11
40,5292,,5.9387,,2022-03-11
41,5418,,5.9406,,2022-03-11
42,5544,,5.9424,,2022-03-11
43,5670,,5.9441,,2022-03-11
44,5796,,5.9458,,2022-03-11
45,5922,,5.9474,,2022-03-11
46,6048,,5.9489,,2022-03-11
47,6174,,5.9504,,2022-03-11
48,6300,,5.9518,,2022-03-11
49,6426,,5.9531,,2022-03-11
50,6552,,5.9544,,2022-03-11
51,6678,,5.9557,,2022-03-11
52,6804,,5.9569,,2022-03-11
53,6930,,5.958,,2022-03-11
54,7056,,5.9591,,2022-03-11
55,7182,,5.9602,,2022-03-11
56,7308,,5.9612,,2022-03-11
57,7434,,5.9622,,2022-03-11
58,7560,,5.9632,,2022-03-11
59,7686,,5.9641,,2022-03-11
60,7812,,5.9651,,2022-03-11
61,7938,,5.9659,,2022-03-11
62,8064,,5.9668,,2022-03-11
63,8190,,5.9676,,2022-03-11
64,8316,,5.9684,,2022-03-11
65,8442,,5.9692,,2022-03-11
66,8568,,5.9699,,2022-03-11
67,8694,,5.9707,,2022-03-11
68,8820,,5.9714,,2022-03-11
69,8946,,5.9721,,2022-03-11
70,9072,,5.9727,,2022-03-11
71,9198,,5.9734,,2022-03-11
72,9324,,5.974,,2022-03-11
73,9450,,5.9747,,2022-03-11
74,9576,,5.9753,,2022-03-11
0,252,13.4334,6.1112,6.9004,2022-03-14
1,378,13.3466,5.9633,6.9677,2022-03-14
2,504,13.1095,5.8763,6.8317,2022-03-14
3,630,12.8794,5.8303,6.6607,2022-03-14
4,756,12.703,5.8081,6.5164,2022-03-14
5,882,12.5844,5.8002,6.4122,2022-03-14
6,1008,12.5142,5.8009,6.3452,2022-03-14
7,1134,12.4801,5.8067,6.3071,2022-03-14
8,1260,12.4712,5.8155,6.2899,2022-03-14
9,1386,12.4792,5.8258,6.2871,2022-03-14
10,1512,12.4979,5.8368,6.2937,2022-03-14
11,1638,12.5229,5.8478,6.3063,2022-03-14
12,1764,12.5512,5.8586,6.3222,2022-03-14
13,1890,12.5809,5.8688,6.34,2022-03-14
14,2016,12.6107,5.8785,6.3584,2022-03-14
15,2142,12.6397,5.8875,6.3767,2022-03-14
16,2268,12.6675,5.8959,6.3945,2022-03-14
17,2394,12.6939,5.9037,6.4116,2022-03-14
18,2520,12.7187,5.911,6.4277,2022-03-14
19,2646,12.7419,5.9176,6.443,2022-03-14
20,2772,,5.9238,,2022-03-14
21,2898,,5.9295,,2022-03-14
22,3024,,5.9348,,2022-03-14
23,3150,,5.9397,,2022-03-14
24,3276,,5.9442,,2022-03-14
25,3402,,5.9485,,2022-03-14
26,3528,,5.9524,,2022-03-14
27,3654,,5.9561,,2022-03-14
28,3780,,5.9595,,2022-03-14
29,3906,,5.9628,,2022-03-14
30,4032,,5.9658,,2022-03-14
31,4158,,5.9687,,2022-03-14
32,4284,,5.9713,,2022-03-14
33,4410,,5.9739,,2022-03-14
34,4536,,5.9763,,2022-03-14
35,4662,,5.9785,,2022-03-14
36,4788,,5.9807,,2022-03-14
37,4914,,5.9827,,2022-03-14
38,5040,,5.9847,,2022-03-14
39,5166,,5.9865,,2022-03-14
40,5292,,5.9882,,2022-03-14
41,5418,,5.9899,,2022-03-14
42,5544,,5.9915,,2022-03-14
43,5670,,5.993,,2022-03-14
44,5796,,5.9945,,2022-03-14
45,5922,,5.9959,,2022-03-14
46,6048,,5.9972,,2022-03-14
47,6174,,5.9985,,2022-03-14
48,6300,,5.9997,,2022-03-14
49,6426,,6.0009,,2022-03-14
50,6552,,6.0021,,2022-03-14
51,6678,,6.0032,,2022-03-14
52,6804,,6.0042,,2022-03-14
53,6930,,6.0052,,2022-03-14
54,7056,,6.0062,,2022-03-14
55,7182,,6.0072,,2022-03-14
56,7308,,6.0081,,2022-03-14
57,7434,,6.009,,2022-03-14
58,7560,,6.0098,,2022-03-14
59,7686,,6.0106,,2022-03-14
60,7812,,6.0114,,2022-03-14
61,7938,,6.0122,,2022-03-14
62,8064,,6.013,,2022-03-14
63,8190,,6.0137,,2022-03-14
64,8316,,6.0144,,2022-03-14
65,8442,,6.0151,,2022-03-14
66,8568,,6.0157,,2022-03-14
67,8694,,6.0164,,2022-03-14
68,8820,,6.017,,2022-03-14
69,8946,,6.0176,,2022-03-14
70,9072,,6.0182,,2022-03-14
71,9198,,6.0188,,2022-03-14
72,9324,,6.0193,,2022-03-14
73,9450,,6.0199,,2022-03-14
74,9576,,6.0204,,2022-03-14
0,252,13.2416,6.0969,6.7341,2022-03-15
1,378,13.1021,5.9022,6.7986,2022-03-15
2,504,12.8491,5.7978,6.6648,2022-03-15
3,630,12.6236,5.7465,6.5033,2022-03-15
4,756,12.46,5.7252,6.37,2022-03-15
5,882,12.3557,5.7213,6.2753,2022-03-15
6,1008,12.2979,5.7273,6.2146,2022-03-15
7,1134,12.2735,5.739,6.1798,2022-03-15
8,1260,12.2716,5.7536,6.1633,2022-03-15
9,1386,12.2842,5.7693,6.1595,2022-03-15
10,1512,12.3057,5.7853,6.1638,2022-03-15
11,1638,12.3321,5.8008,6.1732,2022-03-15
12,1764,12.3608,5.8155,6.1855,2022-03-15
13,1890,12.3902,5.8293,6.1995,2022-03-15
14,2016,12.4192,5.8421,6.214,2022-03-15
15,2142,12.4472,5.8539,6.2286,2022-03-15
16,2268,12.4738,5.8648,6.2428,2022-03-15
17,2394,12.4989,5.8748,6.2565,2022-03-15
18,2520,12.5223,5.884,6.2694,2022-03-15
19,2646,12.5442,5.8925,6.2815,2022-03-15
20,2772,,5.9002,,2022-03-15
21,2898,,5.9074,,2022-03-15
22,3024,,5.914,,2022-03-15
23,3150,,5.9201,,2022-03-15
24,3276,,5.9258,,2022-03-15
25,3402,,5.931,,2022-03-15
26,3528,,5.9359,,2022-03-15
27,3654,,5.9405,,2022-03-15
28,3780,,5.9448,,2022-03-15
29,3906,,5.9488,,2022-03-15
30,4032,,5.9525,,2022-03-15
31,4158,,5.956,,2022-03-15
32,4284,,5.9593,,2022-03-15
33,4410,,5.9625,,2022-03-15
34,4536,,5.9654,,2022-03-15
35,4662,,5.9682,,2022-03-15
36,4788,,5.9709,,2022-03-15
37,4914,,5.9734,,2022-03-15
38,5040,,5.9758,,2022-03-15
39,5166,,5.9781,,2022-03-15
40,5292,,5.9802,,2022-03-15
41,5418,,5.9823,,2022-03-15
42,5544,,5.9842,,2022-03-15
43,5670,,5.9861,,2022-03-15
44,5796,,5.9879,,2022-03-15
45,5922,,5.9897,,2022-03-15
46,6048,,5.9913,,2022-03-15
47,6174,,5.9929,,2022-03-15
48,6300,,5.9944,,2022-03-15
49,6426,,5.9959,,2022-03-15
50,6552,,5.9973,,2022-03-15
51,6678,,5.9986,,2022-03-15
52,6804,,5.9999,,2022-03-15
53,6930,,6.0012,,2022-03-15
54,7056,,6.0024,,2022-03-15
55,7182,,6.0036,,2022-03-15
56,7308,,6.0047,,2022-03-15
57,7434,,6.0058,,2022-03-15
58,7560,,6.0068,,2022-03-15
59,7686,,6.0078,,2022-03-15
60,7812,,6.0088,,2022-03-15
61,7938,,6.0098,,2022-03-15
62,8064,,6.0107,,2022-03-15
63,8190,,6.0116,,2022-03-15
64,8316,,6.0125,,2022-03-15
65,8442,,6.0133,,2022-03-15
66,8568,,6.0141,,2022-03-15
67,8694,,6.0149,,2022-03-15
68,8820,,6.0157,,2022-03-15
69,8946,,6.0165,,2022-03-15
70,9072,,6.0172,,2022-03-15
71,9198,,6.0179,,2022-03-15
72,9324,,6.0186,,2022-03-15
73,9450,,6.0192,,2022-03-15
74,9576,,6.0199,,2022-03-15
0,252,13.2593,6.1696,6.6777,2022-03-16
1,378,13.1459,5.9882,6.7532,2022-03-16
2,504,12.8929,5.8844,6.619,2022-03-16
3,630,12.6531,5.8265,6.4507,2022-03-16
4,756,12.4726,5.7953,6.3115,2022-03-16
5,882,12.3552,5.7806,6.2153,2022-03-16
6,1008,12.29,5.7762,6.158,2022-03-16
7,1134,12.2633,5.7784,6.1306,2022-03-16
8,1260,12.2632,5.7846,6.1243,2022-03-16
9,1386,12.2801,5.7931,6.1317,2022-03-16
10,1512,12.3074,5.803,6.1476,2022-03-16
11,1638,12.3402,5.8134,6.1682,2022-03-16
12,1764,12.3755,5.824,6.1909,2022-03-16
13,1890,12.4112,5.8343,6.2143,2022-03-16
14,2016,12.4461,5.8443,6.2372,2022-03-16
15,2142,12.4794,5.8538,6.2591,2022-03-16
16,2268,12.5109,5.8627,6.28,2022-03-16
17,2394,12.5403,5.8711,6.2993,2022-03-16
18,2520,12.5676,5.879,6.3172,2022-03-16
19,2646,12.593,5.8863,6.3338,2022-03-16
20,2772,,5.8931,,2022-03-16
21,2898,,5.8994,,2022-03-16
22,3024,,5.9053,,2022-03-16
23,3150,,5.9108,,2022-03-16
24,3276,,5.9159,,2022-03-16
25,3402,,5.9207,,2022-03-16
26,3528,,5.9251,,2022-03-16
27,3654,,5.9293,,2022-03-16
28,3780,,5.9332,,2022-03-16
29,3906,,5.9369,,2022-03-16
30,4032,,5.9403,,2022-03-16
31,4158,,5.9436,,2022-03-16
32,4284,,5.9466,,2022-03-16
33,4410,,5.9495,,2022-03-16
34,4536,,5.9522,,2022-03-16
35,4662,,5.9548,,2022-03-16
36,4788,,5.9573,,2022-03-16
37,4914,,5.9596,,2022-03-16
38,5040,,5.9618,,2022-03-16
39,5166,,5.9639,,2022-03-16
40,5292,,5.9659,,2022-03-16
41,5418,,5.9678,,2022-03-16
42,5544,,5.9696,,2022-03-16
43,5670,,5.9713,,2022-03-16
44,5796,,5.973,,2022-03-16
45,5922,,5.9746,,2022-03-16
46,6048,,5.9761,,2022-03-16
47,6174,,5.9776,,2022-03-16
48,6300,,5.979,,2022-03-16
49,6426,,5.9804,,2022-03-16
50,6552,,5.9817,,2022-03-16
51,6678,,5.9829,,2022-03-16
52,6804,,5.9841,,2022-03-16
53,6930,,5.9853,,2022-03-16
54,7056,,5.9864,,2022-03-16
55,7182,,5.9875,,2022-03-16
56,7308,,5.9885,,2022-03-16
57,7434,,5.9895,,2022-03-16
58,7560,,5.9905,,2022-03-16
59,7686,,5.9914,,2022-03-16
60,7812,,5.9923,,2022-03-16
61,7938,,5.9932,,2022-03-16
62,8064,,5.9941,,2022-03-16
63,8190,,5.9949,,2022-03-16
64,8316,,5.9957,,2022-03-16
65,8442,,5.9965,,2022-03-16
66,8568,,5.9973,,2022-03-16
67,8694,,5.998,,2022-03-16
68,8820,,5.9987,,2022-03-16
69,8946,,5.9994,,2022-03-16
70,9072,,6.0001,,2022-03-16
71,9198,,6.0007,,2022-03-16
72,9324,,6.0014,,2022-03-16
73,9450,,6.002,,2022-03-16
74,9576,,6.0026,,2022-03-16
0,252,13.0423,5.8416,6.8032,2022-03-17
1,378,12.9088,5.7228,6.797,2022-03-17
2,504,12.6765,5.6637,6.6369,2022-03-17
3,630,12.4694,5.6417,6.463,2022-03-17
4,756,12.3202,5.6405,6.323,2022-03-17
5,882,12.2279,5.6508,6.2253,2022-03-17
6,1008,12.1811,5.6672,6.1645,2022-03-17
7,1134,12.1672,5.6863,6.1322,2022-03-17
8,1260,12.1756,5.7062,6.1201,2022-03-17
9,1386,12.1984,5.7257,6.1221,2022-03-17
10,1512,12.2297,5.7443,6.133,2022-03-17
11,1638,12.2655,5.7617,6.1494,2022-03-17
12,1764,12.3031,5.7777,6.1689,2022-03-17
13,1890,12.3409,5.7924,6.1899,2022-03-17
14,2016,12.3778,5.8058,6.2113,2022-03-17
15,2142,12.413,5.818,6.2323,2022-03-17
16,2268,12.4464,5.8291,6.2528,2022-03-17
17,2394,12.4777,5.8391,6.2723,2022-03-17
18,2520,12.5068,5.8483,6.2906,2022-03-17
19,2646,12.534,5.8568,6.3077,2022-03-17
20,2772,,5.8645,,2022-03-17
21,2898,,5.8715,,2022-03-17
22,3024,,5.878,,2022-03-17
23,3150,,5.8841,,2022-03-17
24,3276,,5.8896,,2022-03-17
25,3402,,5.8948,,2022-03-17
26,3528,,5.8996,,2022-03-17
27,3654,,5.904,,2022-03-17
28,3780,,5.9082,,2022-03-17
29,3906,,5.9121,,2022-03-17
30,4032,,5.9158,,2022-03-17
31,4158,,5.9192,,2022-03-17
32,4284,,5.9224,,2022-03-17
33,4410,,5.9255,,2022-03-17
34,4536,,5.9284,,2022-03-17
35,4662,,5.9311,,2022-03-17
36,4788,,5.9337,,2022-03-17
37,4914,,5.9361,,2022-03-17
38,5040,,5.9385,,2022-03-17
39,5166,,5.9407,,2022-03-17
40,5292,,5.9428,,2022-03-17
41,5418,,5.9448,,2022-03-17
42,5544,,5.9467,,2022-03-17
43,5670,,5.9486,,2022-03-17
44,5796,,5.9503,,2022-03-17
45,5922,,5.952,,2022-03-17
46,6048,,5.9536,,2022-03-17
47,6174,,5.9551,,2022-03-17
48,6300,,5.9566,,2022-03-17
49,6426,,5.9581,,2022-03-17
50,6552,,5.9594,,2022-03-17
51,6678,,5.9607,,2022-03-17
52,6804,,5.962,,2022-03-17
53,6930,,5.9632,,2022-03-17
54,7056,,5.9644,,2022-03-17
55,7182,,5.9656,,2022-03-17
56,7308,,5.9667,,2022-03-17
57,7434,,5.9677,,2022-03-17
58,7560,,5.9687,,2022-03-17
59,7686,,5.9697,,2022-03-17
60,7812,,5.9707,,2022-03-17
61,7938,,5.9716,,2022-03-17
62,8064,,5.9725,,2022-03-17
63,8190,,5.9734,,2022-03-17
64,8316,,5.9742,,2022-03-17
65,8442,,5.9751,,2022-03-17
66,8568,,5.9759,,2022-03-17
67,8694,,5.9766,,2022-03-17
68,8820,,5.9774,,2022-03-17
69,8946,,5.9781,,2022-03-17
70,9072,,5.9788,,2022-03-17
71,9198,,5.9795,,2022-03-17
72,9324,,5.9802,,2022-03-17
73,9450,,5.9809,,2022-03-17
74,9576,,5.9815,,2022-03-17
0,252,12.961,5.6869,6.8826,2022-03-18
1,378,12.7695,5.5772,6.8123,2022-03-18
2,504,12.492,5.5317,6.5954,2022-03-18
3,630,12.2553,5.524,6.3789,2022-03-18
4,756,12.0902,5.5358,6.2105,2022-03-18
5,882,11.9919,5.5569,6.0962,2022-03-18
6,1008,11.9449,5.5819,6.0266,2022-03-18
7,1134,11.9338,5.6075,5.9903,2022-03-18
8,1260,11.9459,5.6322,5.977,2022-03-18
9,1386,11.9717,5.6553,5.9783,2022-03-18
10,1512,12.005,5.6764,5.9886,2022-03-18
11,1638,12.0415,5.6955,6.004,2022-03-18
12,1764,12.0787,5.7126,6.022,2022-03-18
13,1890,12.115,5.728,6.0409,2022-03-18
14,2016,12.1495,5.7419,6.0596,2022-03-18
15,2142,12.1817,5.7543,6.0776,2022-03-18
16,2268,12.2117,5.7655,6.0948,2022-03-18
17,2394,12.2393,5.7756,6.1107,2022-03-18
18,2520,12.2648,5.7847,6.1257,2022-03-18
19,2646,12.2881,5.793,6.1394,2022-03-18
20,2772,,5.8006,,2022-03-18
21,2898,,5.8075,,2022-03-18
22,3024,,5.8139,,2022-03-18
23,3150,,5.8198,,2022-03-18
24,3276,,5.8252,,2022-03-18
25,3402,,5.8302,,2022-03-18
26,3528,,5.8349,,2022-03-18
27,3654,,5.8393,,2022-03-18
28,3780,,5.8433,,2022-03-18
29,3906,,5.8471,,2022-03-18
30,4032,,5.8507,,2022-03-18
31,4158,,5.854,,2022-03-18
32,4284,,5.8572,,2022-03-18
33,4410,,5.8601,,2022-03-18
34,4536,,5.8629,,2022-03-18
35,4662,,5.8656,,2022-03-18
36,4788,,5.8681,,2022-03-18
37,4914,,5.8705,,2022-03-18
38,5040,,5.8728,,2022-03-18
39,5166,,5.8749,,2022-03-18
40,5292,,5.877,,2022-03-18
41,5418,,5.8789,,2022-03-18
42,5544,,5.8808,,2022-03-18
43,5670,,5.8826,,2022-03-18
44,5796,,5.8843,,2022-03-18
45,5922,,5.8859,,2022-03-18
46,6048,,5.8875,,2022-03-18
47,6174,,5.889,,2022-03-18
48,6300,,5.8904,,2022-03-18
49,6426,,5.8918,,2022-03-18
50,6552,,5.8931,,2022-03-18
51,6678,,5.8944,,2022-03-18
52,6804,,5.8956,,2022-03-18
53,6930,,5.8968,,2022-03-18
54,7056,,5.898,,2022-03-18
55,7182,,5.8991,,2022-03-18
56,7308,,5.9002,,2022-03-18
57,7434,,5.9012,,2022-03-18
58,7560,,5.9022,,2022-03-18
59,7686,,5.9031,,2022-03-18
60,7812,,5.9041,,2022-03-18
61,7938,,5.905,,2022-03-18
62,8064,,5.9059,,2022-03-18
63,8190,,5.9067,,2022-03-18
64,8316,,5.9075,,2022-03-18
65,8442,,5.9083,,2022-03-18
66,8568,,5.9091,,2022-03-18
67,8694,,5.9099,,2022-03-18
68,8820,,5.9106,,2022-03-18
69,8946,,5.9113,,2022-03-18
70,9072,,5.912,,2022-03-18
71,9198,,5.9127,,2022-03-18
72,9324,,5.9133,,2022-03-18
73,9450,,5.914,,2022-03-18
74,9576,,5.9146,,2022-03-18
0,252,13.0032,5.481,7.1313,2022-03-21
1,378,12.8578,5.4996,6.9746,2022-03-21
2,504,12.6134,5.5079,6.7345,2022-03-21
3,630,12.3908,5.5221,6.5092,2022-03-21
4,756,12.2254,5.5417,6.3327,2022-03-21
5,882,12.1179,5.5644,6.208,2022-03-21
6,1008,12.0577,5.5883,6.127,2022-03-21
7,1134,12.0323,5.6122,6.0789,2022-03-21
8,1260,12.0307,5.6352,6.0543,2022-03-21
9,1386,12.0445,5.6569,6.0456,2022-03-21
10,1512,12.0676,5.677,6.0472,2022-03-21
11,1638,12.0957,5.6956,6.0552,2022-03-21
12,1764,12.126,5.7126,6.0668,2022-03-21
13,1890,12.1568,5.728,6.0805,2022-03-21
14,2016,12.1868,5.7421,6.0947,2022-03-21
15,2142,12.2156,5.7549,6.1091,2022-03-21
16,2268,12.2427,5.7665,6.1231,2022-03-21
17,2394,12.2681,5.7771,6.1364,2022-03-21
18,2520,12.2917,5.7867,6.1491,2022-03-21
19,2646,12.3136,5.7956,6.1609,2022-03-21
20,2772,,5.8037,,2022-03-21
