,vertice_du,taxa_prefixadas,taxa_ipca,taxa_implicita,data_referencia
0,252,11.7969,5.7548,5.7133,2021-12-31
1,378,11.5203,5.5512,5.6551,2021-12-31
2,504,11.1559,5.3708,5.4902,2021-12-31
3,630,10.8794,5.2483,5.3503,2021-12-31
4,756,10.7092,5.1704,5.2665,2021-12-31
5,882,10.6222,5.1235,5.2307,2021-12-31
6,1008,10.5912,5.0981,5.2266,2021-12-31
7,1134,10.5948,5.0879,5.2402,2021-12-31
8,1260,10.6181,5.0882,5.2621,2021-12-31
9,1386,10.6516,5.0958,5.2864,2021-12-31
10,1512,10.6894,5.1084,5.3097,2021-12-31
11,1638,10.7281,5.1243,5.3306,2021-12-31
12,1764,10.7657,5.1422,5.3484,2021-12-31
13,1890,10.8013,5.1612,5.3632,2021-12-31
14,2016,10.8344,5.1808,5.3751,2021-12-31
15,2142,10.8648,5.2004,5.3843,2021-12-31
16,2268,,5.2197,,2021-12-31
17,2394,,5.2385,,2021-12-31
18,2520,,5.2566,,2021-12-31
19,2646,,5.274,,2021-12-31
20,2772,,5.2905,,2021-12-31
21,2898,,5.3063,,2021-12-31
22,3024,,5.3213,,2021-12-31
23,3150,,5.3354,,2021-12-31
24,3276,,5.3488,,2021-12-31
25,3402,,5.3614,,2021-12-31
26,3528,,5.3734,,2021-12-31
27,3654,,5.3846,,2021-12-31
28,3780,,5.3953,,2021-12-31
29,3906,,5.4053,,2021-12-31
30,4032,,5.4148,,2021-12-31
31,4158,,5.4238,,2021-12-31
32,4284,,5.4323,,2021-12-31
33,4410,,5.4404,,2021-12-31
34,4536,,5.4481,,2021-12-31
35,4662,,5.4553,,2021-12-31
36,4788,,5.4622,,2021-12-31
37,4914,,5.4688,,2021-12-31
38,5040,,5.475,,2021-12-31
39,5166,,5.481,,2021-12-31
40,5292,,5.4867,,2021-12-31
41,5418,,5.4921,,2021-12-31
42,5544,,5.4973,,2021-12-31
43,5670,,5.5022,,2021-12-31
44,5796,,5.5069,,2021-12-31
45,5922,,5.5115,,2021-12-31
46,6048,,5.5158,,2021-12-31
47,6174,,5.52,,2021-12-31
48,6300,,5.524,,2021-12-31
49,6426,,5.5279,,2021-12-31
50,6552,,5.5316,,2021-12-31
51,6678,,5.5351,,2021-12-31
52,6804,,5.5386,,2021-12-31
53,6930,,5.5419,,2021-12-31
54,7056,,5.5451,,2021-12-31
55,7182,,5.5482,,2021-12-31
56,7308,,5.5511,,2021-12-31
57,7434,,5.554,,2021-12-31
58,7560,,5.5568,,2021-12-31
59,7686,,5.5595,,2021-12-31
60,7812,,5.5621,,2021-12-31
61,7938,,5.5646,,2021-12-31
62,8064,,5.567,,2021-12-31
63,8190,,5.5694,,2021-12-31
64,8316,,5.5717,,2021-12-31
0,252,11.8107,5.6695,5.8117,2022-01-03
1,378,11.5826,5.5196,5.7458,2022-01-03
2,504,11.277,5.3735,5.6024,2022-01-03
3,630,11.0501,5.2723,5.4884,2022-01-03
4,756,10.9154,5.2074,5.4254,2022-01-03
5,882,10.851,5.1684,5.4033,2022-01-03
6,1008,10.8324,5.1474,5.4066,2022-01-03
7,1134,10.8412,5.1393,5.4231,2022-01-03
8,1260,10.8649,5.14,5.445,2022-01-03
9,1386,10.8958,5.147,5.4673,2022-01-03
10,1512,10.9293,5.1583,5.4879,2022-01-03
11,1638,10.9627,5.1724,5.5055,2022-01-03
12,1764,10.9946,5.1883,5.5199,2022-01-03
13,1890,11.0244,5.2052,5.5312,2022-01-03
14,2016,11.0519,5.2225,5.54,2022-01-03
15,2142,11.0771,5.2398,5.5466,2022-01-03
16,2268,,5.2569,,2022-01-03
17,2394,,5.2736,,2022-01-03
18,2520,,5.2897,,2022-01-03
19,2646,,5.3051,,2022-01-03
20,2772,,5.3199,,2022-01-03
21,2898,,5.3339,,2022-01-03
22,3024,,5.3472,,2022-01-03
23,3150,,5.3598,,2022-01-03
24,3276,,5.3717,,2022-01-03
25,3402,,5.383,,2022-01-03
26,3528,,5.3936,,2022-01-03
27,3654,,5.4037,,2022-01-03
28,3780,,5.4132,,2022-01-03
29,3906,,5.4222,,2022-01-03
30,4032,,5.4307,,2022-01-03
31,4158,,5.4388,,2022-01-03
32,4284,,5.4464,,2022-01-03
33,4410,,5.4536,,2022-01-03
34,4536,,5.4605,,2022-01-03
35,4662,,5.467,,2022-01-03
36,4788,,5.4731,,2022-01-03
37,4914,,5.479,,2022-01-03
38,5040,,5.4846,,2022-01-03
39,5166,,5.49,,2022-01-03
40,5292,,5.495,,2022-01-03
41,5418,,5.4999,,2022-01-03
42,5544,,5.5045,,2022-01-03
43,5670,,5.509,,2022-01-03
44,5796,,5.5132,,2022-01-03
45,5922,,5.5173,,2022-01-03
46,6048,,5.5212,,2022-01-03
47,6174,,5.5249,,2022-01-03
48,6300,,5.5285,,2022-01-03
49,6426,,5.532,,2022-01-03
50,6552,,5.5353,,2022-01-03
51,6678,,5.5385,,2022-01-03
52,6804,,5.5416,,2022-01-03
53,6930,,5.5446,,2022-01-03
54,7056,,5.5474,,2022-01-03
55,7182,,5.5502,,2022-01-03
56,7308,,5.5528,,2022-01-03
57,7434,,5.5554,,2022-01-03
58,7560,,5.5579,,2022-01-03
59,7686,,5.5603,,2022-01-03
60,7812,,5.5627,,2022-01-03
61,7938,,5.5649,,2022-01-03
62,8064,,5.5671,,2022-01-03
63,8190,,5.5692,,2022-01-03
64,8316,,5.5713,,2022-01-03
0,252,12.0609,5.8098,5.9078,2022-01-04
1,378,11.9008,5.6898,5.8766,2022-01-04
2,504,11.62,5.531,5.7698,2022-01-04
3,630,11.395,5.4105,5.6773,2022-01-04
4,756,11.2516,5.3281,5.6238,2022-01-04
5,882,11.1744,5.2744,5.6044,2022-01-04
6,1008,11.1422,5.2413,5.607,2022-01-04
7,1134,11.1379,5.2228,5.6215,2022-01-04
8,1260,11.1497,5.2148,5.6407,2022-01-04
9,1386,11.1699,5.2143,5.6604,2022-01-04
10,1512,11.1938,5.2193,5.6781,2022-01-04
11,1638,11.2187,5.2279,5.6931,2022-01-04
12,1764,11.2432,5.2391,5.7051,2022-01-04
13,1890,11.2664,5.252,5.7142,2022-01-04
14,2016,11.288,5.2659,5.7208,2022-01-04
15,2142,11.3079,5.2804,5.7251,2022-01-04
16,2268,,5.295,,2022-01-04
17,2394,,5.3096,,2022-01-04
18,2520,,5.3239,,2022-01-04
19,2646,,5.3378,,2022-01-04
20,2772,,5.3512,,2022-01-04
21,2898,,5.3642,,2022-01-04
22,3024,,5.3765,,2022-01-04
23,3150,,5.3883,,2022-01-04
24,3276,,5.3996,,2022-01-04
25,3402,,5.4103,,2022-01-04
26,3528,,5.4204,,2022-01-04
27,3654,,5.43,,2022-01-04
28,3780,,5.4391,,2022-01-04
29,3906,,5.4478,,2022-01-04
30,4032,,5.456,,2022-01-04
31,4158,,5.4638,,2022-01-04
32,4284,,5.4712,,2022-01-04
33,4410,,5.4782,,2022-01-04
34,4536,,5.4849,,2022-01-04
35,4662,,5.4912,,2022-01-04
36,4788,,5.4973,,2022-01-04
37,4914,,5.503,,2022-01-04
38,5040,,5.5085,,2022-01-04
39,5166,,5.5137,,2022-01-04
40,5292,,5.5187,,2022-01-04
41,5418,,5.5235,,2022-01-04
42,5544,,5.528,,2022-01-04
43,5670,,5.5324,,2022-01-04
44,5796,,5.5365,,2022-01-04
45,5922,,5.5405,,2022-01-04
46,6048,,5.5444,,2022-01-04
47,6174,,5.548,,2022-01-04
48,6300,,5.5516,,2022-01-04
49,6426,,5.555,,2022-01-04
50,6552,,5.5582,,2022-01-04
51,6678,,5.5614,,2022-01-04
52,6804,,5.5644,,2022-01-04
53,6930,,5.5673,,2022-01-04
54,7056,,5.5701,,2022-01-04
55,7182,,5.5729,,2022-01-04
56,7308,,5.5755,,2022-01-04
57,7434,,5.578,,2022-01-04
58,7560,,5.5805,,2022-01-04
59,7686,,5.5828,,2022-01-04
60,7812,,5.5851,,2022-01-04
61,7938,,5.5873,,2022-01-04
62,8064,,5.5895,,2022-01-04
63,8190,,5.5916,,2022-01-04
64,8316,,5.5936,,2022-01-04
0,252,12.0805,5.7988,5.9374,2022-01-05
1,378,11.971,5.7275,5.9052,2022-01-05
2,504,11.7243,5.6,5.7995,2022-01-05
3,630,11.5139,5.4982,5.7021,2022-01-05
4,756,11.372,5.4266,5.6393,2022-01-05
5,882,11.2889,5.3785,5.6087,2022-01-05
6,1008,11.2476,5.3476,5.6005,2022-01-05
7,1134,11.2333,5.3291,5.6054,2022-01-05
8,1260,11.2351,5.3196,5.6167,2022-01-05
9,1386,11.2461,5.3168,5.6299,2022-01-05
10,1512,11.2618,5.3187,5.6429,2022-01-05
11,1638,11.2795,5.3241,5.6543,2022-01-05
12,1764,11.2975,5.3319,5.6636,2022-01-05
13,1890,11.3151,5.3415,5.6706,2022-01-05
14,2016,11.3317,5.3521,5.6758,2022-01-05
15,2142,11.3472,5.3634,5.6792,2022-01-05
16,2268,,5.3751,,2022-01-05
17,2394,,5.3868,,2022-01-05
18,2520,,5.3985,,2022-01-05
19,2646,,5.41,,2022-01-05
20,2772,,5.4211,,2022-01-05
21,2898,,5.432,,2022-01-05
22,3024,,5.4424,,2022-01-05
23,3150,,5.4524,,2022-01-05
24,3276,,5.462,,2022-01-05
25,3402,,5.4712,,2022-01-05
26,3528,,5.4799,,2022-01-05
27,3654,,5.4882,,2022-01-05
28,3780,,5.4961,,2022-01-05
29,3906,,5.5036,,2022-01-05
30,4032,,5.5108,,2022-01-05
31,4158,,5.5176,,2022-01-05
32,4284,,5.5241,,2022-01-05
33,4410,,5.5302,,2022-01-05
34,4536,,5.5361,,2022-01-05
35,4662,,5.5417,,2022-01-05
36,4788,,5.547,,2022-01-05
37,4914,,5.5521,,2022-01-05
38,5040,,5.5569,,2022-01-05
39,5166,,5.5615,,2022-01-05
40,5292,,5.5659,,2022-01-05
41,5418,,5.5701,,2022-01-05
42,5544,,5.5742,,2022-01-05
43,5670,,5.578,,2022-01-05
44,5796,,5.5817,,2022-01-05
45,5922,,5.5853,,2022-01-05
46,6048,,5.5887,,2022-01-05
47,6174,,5.5919,,2022-01-05
48,6300,,5.5951,,2022-01-05
49,6426,,5.5981,,2022-01-05
50,6552,,5.601,,2022-01-05
51,6678,,5.6038,,2022-01-05
52,6804,,5.6065,,2022-01-05
53,6930,,5.6091,,2022-01-05
54,7056,,5.6116,,2022-01-05
55,7182,,5.614,,2022-01-05
56,7308,,5.6163,,2022-01-05
57,7434,,5.6186,,2022-01-05
58,7560,,5.6207,,2022-01-05
59,7686,,5.6228,,2022-01-05
60,7812,,5.6249,,2022-01-05
61,7938,,5.6269,,2022-01-05
62,8064,,5.6288,,2022-01-05
63,8190,,5.6306,,2022-01-05
64,8316,,5.6324,,2022-01-05
0,252,12.0034,5.7834,5.8799,2022-01-06
1,378,11.932,5.7264,5.8694,2022-01-06
2,504,11.7177,5.6183,5.7749,2022-01-06
3,630,11.5246,5.5331,5.6773,2022-01-06
4,756,11.3884,5.4747,5.6067,2022-01-06
5,882,11.3046,5.4369,5.5651,2022-01-06
6,1008,11.2596,5.414,5.5453,2022-01-06
7,1134,11.2405,5.4017,5.5395,2022-01-06
8,1260,11.2377,5.397,5.5416,2022-01-06
9,1386,11.2446,5.3977,5.5474,2022-01-06
10,1512,11.2568,5.4023,5.5544,2022-01-06
11,1638,11.2717,5.4095,5.5613,2022-01-06
12,1764,11.2875,5.4185,5.5673,2022-01-06
13,1890,11.3033,5.4287,5.5721,2022-01-06
14,2016,11.3185,5.4395,5.5757,2022-01-06
15,2142,11.3329,5.4507,5.5781,2022-01-06
16,2268,,5.4619,,2022-01-06
17,2394,,5.4731,,2022-01-06
18,2520,,5.484,,2022-01-06
19,2646,,5.4946,,2022-01-06
20,2772,,5.5048,,2022-01-06
21,2898,,5.5145,,2022-01-06
22,3024,,5.5239,,2022-01-06
23,3150,,5.5328,,2022-01-06
24,3276,,5.5413,,2022-01-06
25,3402,,5.5493,,2022-01-06
26,3528,,5.5569,,2022-01-06
27,3654,,5.5642,,2022-01-06
28,3780,,5.571,,2022-01-06
29,3906,,5.5775,,2022-01-06
30,4032,,5.5837,,2022-01-06
31,4158,,5.5895,,2022-01-06
32,4284,,5.595,,2022-01-06
33,4410,,5.6003,,2022-01-06
34,4536,,5.6053,,2022-01-06
35,4662,,5.61,,2022-01-06
36,4788,,5.6146,,2022-01-06
37,4914,,5.6189,,2022-01-06
38,5040,,5.623,,2022-01-06
39,5166,,5.6269,,2022-01-06
40,5292,,5.6306,,2022-01-06
41,5418,,5.6341,,2022-01-06
42,5544,,5.6375,,2022-01-06
43,5670,,5.6408,,2022-01-06
44,5796,,5.6439,,2022-01-06
45,5922,,5.6469,,2022-01-06
46,6048,,5.6498,,2022-01-06
47,6174,,5.6525,,2022-01-06
48,6300,,5.6552,,2022-01-06
49,6426,,5.6577,,2022-01-06
50,6552,,5.6601,,2022-01-06
51,6678,,5.6625,,2022-01-06
52,6804,,5.6647,,2022-01-06
53,6930,,5.6669,,2022-01-06
54,7056,,5.669,,2022-01-06
55,7182,,5.6711,,2022-01-06
56,7308,,5.673,,2022-01-06
57,7434,,5.6749,,2022-01-06
58,7560,,5.6767,,2022-01-06
59,7686,,5.6785,,2022-01-06
60,7812,,5.6802,,2022-01-06
61,7938,,5.6819,,2022-01-06
62,8064,,5.6835,,2022-01-06
63,8190,,5.685,,2022-01-06
0,252,12.0282,5.8952,5.7915,2022-01-07
1,378,12.0052,5.8379,5.8271,2022-01-07
2,504,11.8199,5.7183,5.7715,2022-01-07
3,630,11.6351,5.6213,5.6937,2022-01-07
4,756,11.4944,5.5535,5.6283,2022-01-07
5,882,11.4004,5.5088,5.5839,2022-01-07
6,1008,11.344,5.4809,5.5584,2022-01-07
7,1134,11.3149,5.465,5.5467,2022-01-07
8,1260,11.3044,5.4577,5.5441,2022-01-07
9,1386,11.3059,5.4566,5.5466,2022-01-07
10,1512,11.3149,5.4598,5.5519,2022-01-07
11,1638,11.3283,5.4661,5.5583,2022-01-07
12,1764,11.344,5.4746,5.5647,2022-01-07
13,1890,11.3607,5.4844,5.5707,2022-01-07
14,2016,11.3776,5.495,5.5761,2022-01-07
15,2142,11.3942,5.5061,5.5808,2022-01-07
16,2268,11.41,5.5174,5.5844,2022-01-07
17,2394,11.425,5.5286,5.5874,2022-01-07
18,2520,11.4391,5.5396,5.5898,2022-01-07
19,2646,11.4523,5.5503,5.5916,2022-01-07
20,2772,,5.5607,,2022-01-07
21,2898,,5.5707,,2022-01-07
22,3024,,5.5802,,2022-01-07
23,3150,,5.5893,,2022-01-07
24,3276,,5.598,,2022-01-07
25,3402,,5.6062,,2022-01-07
26,3528,,5.614,,2022-01-07
27,3654,,5.6215,,2022-01-07
28,3780,,5.6285,,2022-01-07
29,3906,,5.6352,,2022-01-07
30,4032,,5.6415,,2022-01-07
31,4158,,5.6475,,2022-01-07
32,4284,,5.6532,,2022-01-07
33,4410,,5.6586,,2022-01-07
34,4536,,5.6637,,2022-01-07
35,4662,,5.6686,,2022-01-07
36,4788,,5.6733,,2022-01-07
37,4914,,5.6777,,2022-01-07
38,5040,,5.6819,,2022-01-07
39,5166,,5.6859,,2022-01-07
40,5292,,5.6898,,2022-01-07
41,5418,,5.6934,,2022-01-07
42,5544,,5.6969,,2022-01-07
43,5670,,5.7003,,2022-01-07
44,5796,,5.7035,,2022-01-07
45,5922,,5.7066,,2022-01-07
46,6048,,5.7095,,2022-01-07
47,6174,,5.7124,,2022-01-07
48,6300,,5.7151,,2022-01-07
49,6426,,5.7177,,2022-01-07
50,6552,,5.7202,,2022-01-07
51,6678,,5.7226,,2022-01-07
52,6804,,5.7249,,2022-01-07
53,6930,,5.7272,,2022-01-07
54,7056,,5.7294,,2022-01-07
55,7182,,5.7314,,2022-01-07
56,7308,,5.7335,,2022-01-07
57,7434,,5.7354,,2022-01-07
58,7560,,5.7373,,2022-01-07
59,7686,,5.7391,,2022-01-07
60,7812,,5.7409,,2022-01-07
61,7938,,5.7426,,2022-01-07
62,8064,,5.7443,,2022-01-07
63,8190,,5.7459,,2022-01-07
0,252,12.12,5.7822,5.9913,2022-01-10
1,378,12.0954,5.7704,5.9799,2022-01-10
2,504,11.9032,5.6722,5.8965,2022-01-10
3,630,11.7115,5.5868,5.8006,2022-01-10
4,756,11.5657,5.5273,5.7221,2022-01-10
5,882,11.469,5.4896,5.6682,2022-01-10
6,1008,11.4119,5.4682,5.6355,2022-01-10
7,1134,11.3836,5.4584,5.6185,2022-01-10
8,1260,11.3749,5.4569,5.6117,2022-01-10
9,1386,11.3791,5.4612,5.6114,2022-01-10
10,1512,11.3912,5.4694,5.6147,2022-01-10
11,1638,11.4079,5.4802,5.6197,2022-01-10
12,1764,11.4271,5.4927,5.6254,2022-01-10
13,1890,11.4473,5.5063,5.6309,2022-01-10
14,2016,11.4675,5.5203,5.636,2022-01-10
15,2142,11.4872,5.5344,5.6406,2022-01-10
16,2268,11.506,5.5484,5.6444,2022-01-10
17,2394,11.5239,5.5621,5.6476,2022-01-10
18,2520,11.5406,5.5753,5.6502,2022-01-10
19,2646,11.5563,5.588,5.6524,2022-01-10
20,2772,,5.6002,,2022-01-10
21,2898,,5.6117,,2022-01-10
22,3024,,5.6227,,2022-01-10
23,3150,,5.6331,,2022-01-10
24,3276,,5.643,,2022-01-10
25,3402,,5.6523,,2022-01-10
26,3528,,5.6612,,2022-01-10
27,3654,,5.6695,,2022-01-10
28,3780,,5.6774,,2022-01-10
29,3906,,5.6848,,2022-01-10
30,4032,,5.6918,,2022-01-10
31,4158,,5.6985,,2022-01-10
32,4284,,5.7048,,2022-01-10
33,4410,,5.7108,,2022-01-10
34,4536,,5.7165,,2022-01-10
35,4662,,5.7218,,2022-01-10
36,4788,,5.727,,2022-01-10
37,4914,,5.7318,,2022-01-10
38,5040,,5.7365,,2022-01-10
39,5166,,5.7409,,2022-01-10
40,5292,,5.7451,,2022-01-10
41,5418,,5.7491,,2022-01-10
42,5544,,5.7529,,2022-01-10
43,5670,,5.7566,,2022-01-10
44,5796,,5.7601,,2022-01-10
45,5922,,5.7635,,2022-01-10
46,6048,,5.7667,,2022-01-10
47,6174,,5.7698,,2022-01-10
48,6300,,5.7728,,2022-01-10
49,6426,,5.7757,,2022-01-10
50,6552,,5.7784,,2022-01-10
51,6678,,5.7811,,2022-01-10
52,6804,,5.7836,,2022-01-10
53,6930,,5.7861,,2022-01-10
54,7056,,5.7884,,2022-01-10
55,7182,,5.7907,,2022-01-10
56,7308,,5.7929,,2022-01-10
57,7434,,5.7951,,2022-01-10
58,7560,,5.7971,,2022-01-10
59,7686,,5.7991,,2022-01-10
60,7812,,5.801,,2022-01-10
61,7938,,5.8029,,2022-01-10
62,8064,,5.8047,,2022-01-10
63,8190,,5.8065,,2022-01-10
0,252,12.0891,5.8865,5.8577,2022-01-11
1,378,12.0809,5.8389,5.8976,2022-01-11
2,504,11.9099,5.7209,5.854,2022-01-11
3,630,11.7361,5.6317,5.7789,2022-01-11
4,756,11.6037,5.576,5.7093,2022-01-11
5,882,11.5164,5.5452,5.6574,2022-01-11
6,1008,11.4657,5.5314,5.6232,2022-01-11
7,1134,11.4417,5.5288,5.6031,2022-01-11
8,1260,11.4358,5.5335,5.5928,2022-01-11
9,1386,11.4418,5.5429,5.5891,2022-01-11
10,1512,11.455,5.5552,5.5893,2022-01-11
11,1638,11.4724,5.569,5.5919,2022-01-11
12,1764,11.492,5.5837,5.5958,2022-01-11
13,1890,11.5123,5.5985,5.6002,2022-01-11
14,2016,11.5325,5.6131,5.6047,2022-01-11
15,2142,11.5521,5.6272,5.6092,2022-01-11
16,2268,11.5708,5.6407,5.6134,2022-01-11
17,2394,11.5885,5.6536,5.6173,2022-01-11
18,2520,11.605,5.6658,5.6207,2022-01-11
19,2646,11.6205,5.6772,5.624,2022-01-11
20,2772,,5.6879,,2022-01-11
21,2898,,5.6979,,2022-01-11
22,3024,,5.7073,,2022-01-11
23,3150,,5.7161,,2022-01-11
24,3276,,5.7244,,2022-01-11
25,3402,,5.7321,,2022-01-11
26,3528,,5.7393,,2022-01-11
27,3654,,5.7461,,2022-01-11
28,3780,,5.7524,,2022-01-11
29,3906,,5.7584,,2022-01-11
30,4032,,5.764,,2022-01-11
31,4158,,5.7693,,2022-01-11
32,4284,,5.7743,,2022-01-11
33,4410,,5.779,,2022-01-11
34,4536,,5.7835,,2022-01-11
35,4662,,5.7877,,2022-01-11
36,4788,,5.7917,,2022-01-11
37,4914,,5.7955,,2022-01-11
38,5040,,5.7991,,2022-01-11
39,5166,,5.8026,,2022-01-11
40,5292,,5.8059,,2022-01-11
41,5418,,5.809,,2022-01-11
42,5544,,5.812,,2022-01-11
43,5670,,5.8148,,2022-01-11
44,5796,,5.8176,,2022-01-11
45,5922,,5.8202,,2022-01-11
46,6048,,5.8227,,2022-01-11
47,6174,,5.8251,,2022-01-11
48,6300,,5.8274,,2022-01-11
49,6426,,5.8296,,2022-01-11
50,6552,,5.8317,,2022-01-11
51,6678,,5.8338,,2022-01-11
52,6804,,5.8358,,2022-01-11
53,6930,,5.8377,,2022-01-11
54,7056,,5.8395,,2022-01-11
55,7182,,5.8413,,2022-01-11
56,7308,,5.843,,2022-01-11
57,7434,,5.8447,,2022-01-11
58,7560,,5.8463,,2022-01-11
59,7686,,5.8478,,2022-01-11
60,7812,,5.8493,,2022-01-11
61,7938,,5.8507,,2022-01-11
62,8064,,5.8522,,2022-01-11
63,8190,,5.8535,,2022-01-11
0,252,11.9301,5.8808,5.7133,2022-01-12
1,378,11.849,5.7615,5.7558,2022-01-12
2,504,11.6386,5.6131,5.7052,2022-01-12
3,630,11.4481,5.5144,5.6235,2022-01-12
4,756,11.3126,5.4593,5.5502,2022-01-12
5,882,11.2293,5.4338,5.4968,2022-01-12
6,1008,11.186,5.4271,5.4624,2022-01-12
7,1134,11.1706,5.432,5.4429,2022-01-12
8,1260,11.1735,5.4439,5.4337,2022-01-12
9,1386,11.1877,5.4598,5.4313,2022-01-12
10,1512,11.2083,5.4776,5.433,2022-01-12
11,1638,11.2323,5.4961,5.4373,2022-01-12
12,1764,11.2577,5.5146,5.4429,2022-01-12
13,1890,11.2831,5.5325,5.4491,2022-01-12
14,2016,11.3077,5.5496,5.4553,2022-01-12
15,2142,11.3312,5.5658,5.4614,2022-01-12
16,2268,11.3533,5.5809,5.4672,2022-01-12
17,2394,11.374,5.5949,5.4728,2022-01-12
18,2520,11.3932,5.608,5.4779,2022-01-12
19,2646,11.411,5.6201,5.4827,2022-01-12
20,2772,,5.6313,,2022-01-12
21,2898,,5.6418,,2022-01-12
22,3024,,5.6514,,2022-01-12
23,3150,,5.6604,,2022-01-12
24,3276,,5.6687,,2022-01-12
25,3402,,5.6765,,2022-01-12
26,3528,,5.6838,,2022-01-12
27,3654,,5.6905,,2022-01-12
28,3780,,5.6969,,2022-01-12
29,3906,,5.7028,,2022-01-12
30,4032,,5.7084,,2022-01-12
31,4158,,5.7136,,2022-01-12
32,4284,,5.7186,,2022-01-12
33,4410,,5.7232,,2022-01-12
34,4536,,5.7276,,2022-01-12
35,4662,,5.7318,,2022-01-12
36,4788,,5.7358,,2022-01-12
37,4914,,5.7395,,2022-01-12
38,5040,,5.7431,,2022-01-12
39,5166,,5.7465,,2022-01-12
40,5292,,5.7497,,2022-01-12
41,5418,,5.7528,,2022-01-12
42,5544,,5.7557,,2022-01-12
43,5670,,5.7585,,2022-01-12
44,5796,,5.7612,,2022-01-12
45,5922,,5.7638,,2022-01-12
46,6048,,5.7662,,2022-01-12
47,6174,,5.7686,,2022-01-12
48,6300,,5.7709,,2022-01-12
49,6426,,5.7731,,2022-01-12
50,6552,,5.7751,,2022-01-12
51,6678,,5.7772,,2022-01-12
52,6804,,5.7791,,2022-01-12
53,6930,,5.781,,2022-01-12
54,7056,,5.7828,,2022-01-12
55,7182,,5.7845,,2022-01-12
56,7308,,5.7862,,2022-01-12
57,7434,,5.7878,,2022-01-12
58,7560,,5.7894,,2022-01-12
59,7686,,5.7909,,2022-01-12
60,7812,,5.7924,,2022-01-12
61,7938,,5.7938,,2022-01-12
62,8064,,5.7952,,2022-01-12
63,8190,,5.7965,,2022-01-12
64,8316,,5.7978,,2022-01-12
65,8442,,5.7991,,2022-01-12
66,8568,,5.8003,,2022-01-12
67,8694,,5.8015,,2022-01-12
68,8820,,5.8026,,2022-01-12
69,8946,,5.8038,,2022-01-12
70,9072,,5.8049,,2022-01-12
71,9198,,5.8059,,2022-01-12
72,9324,,5.8069,,2022-01-12
73,9450,,5.8079,,2022-01-12
74,9576,,5.8089,,2022-01-12
0,252,11.9833,6.0113,5.6333,2022-01-13
1,378,11.8746,5.8253,5.7163,2022-01-13
2,504,11.6355,5.6391,5.6763,2022-01-13
3,630,11.4223,5.5202,5.5933,2022-01-13
4,756,11.2718,5.4541,5.5168,2022-01-13
5,882,11.1805,5.4227,5.4616,2022-01-13
6,1008,11.1348,5.4129,5.428,2022-01-13
7,1134,11.1207,5.4164,5.4112,2022-01-13
8,1260,11.1274,5.4277,5.4062,2022-01-13
9,1386,11.1467,5.4435,5.4087,2022-01-13
10,1512,11.1733,5.4615,5.416,2022-01-13
11,1638,11.2034,5.4803,5.4257,2022-01-13
12,1764,11.2348,5.4991,5.4367,2022-01-13
13,1890,11.2661,5.5173,5.4482,2022-01-13
14,2016,11.2962,5.5347,5.4593,2022-01-13
15,2142,11.3249,5.551,5.4702,2022-01-13
16,2268,11.3518,5.5663,5.4804,2022-01-13
17,2394,11.3769,5.5806,5.4899,2022-01-13
18,2520,11.4002,5.5938,5.4988,2022-01-13
19,2646,11.4218,5.606,5.507,2022-01-13
20,2772,,5.6173,,2022-01-13
21,2898,,5.6278,,2022-01-13
22,3024,,5.6375,,2022-01-13
23,3150,,5.6465,,2022-01-13
24,3276,,5.6549,,2022-01-13
25,3402,,5.6627,,2022-01-13
26,3528,,5.67,,2022-01-13
27,3654,,5.6768,,2022-01-13
28,3780,,5.6831,,2022-01-13
29,3906,,5.6891,,2022-01-13
30,4032,,5.6947,,2022-01-13
31,4158,,5.6999,,2022-01-13
32,4284,,5.7049,,2022-01-13
33,4410,,5.7096,,2022-01-13
34,4536,,5.714,,2022-01-13
35,4662,,5.7181,,2022-01-13
36,4788,,5.7221,,2022-01-13
37,4914,,5.7258,,2022-01-13
38,5040,,5.7294,,2022-01-13
39,5166,,5.7328,,2022-01-13
40,5292,,5.736,,2022-01-13
41,5418,,5.7391,,2022-01-13
42,5544,,5.7421,,2022-01-13
43,5670,,5.7449,,2022-01-13
44,5796,,5.7476,,2022-01-13
45,5922,,5.7501,,2022-01-13
46,6048,,5.7526,,2022-01-13
47,6174,,5.755,,2022-01-13
48,6300,,5.7572,,2022-01-13
49,6426,,5.7594,,2022-01-13
50,6552,,5.7615,,2022-01-13
51,6678,,5.7635,,2022-01-13
52,6804,,5.7655,,2022-01-13
53,6930,,5.7674,,2022-01-13
54,7056,,5.7692,,2022-01-13
55,7182,,5.7709,,2022-01-13
56,7308,,5.7726,,2022-01-13
57,7434,,5.7742,,2022-01-13
58,7560,,5.7758,,2022-01-13
59,7686,,5.7773,,2022-01-13
60,7812,,5.7788,,2022-01-13
61,7938,,5.7802,,2022-01-13
62,8064,,5.7816,,2022-01-13
63,8190,,5.7829,,2022-01-13
64,8316,,5.7842,,2022-01-13
65,8442,,5.7855,,2022-01-13
66,8568,,5.7867,,2022-01-13
67,8694,,5.7879,,2022-01-13
68,8820,,5.7891,,2022-01-13
69,8946,,5.7902,,2022-01-13
70,9072,,5.7913,,2022-01-13
71,9198,,5.7923,,2022-01-13
72,9324,,5.7934,,2022-01-13
73,9450,,5.7944,,2022-01-13
74,9576,,5.7953,,2022-01-13
0,252,11.9999,6.0403,5.6201,2022-01-14
